stage_rel_m,area_m2,storage_m3,dSdh_m2
-10.699999999999868,51531090000.0,1948237815814.9521,51531297885.07739
-10.649999999999867,51566340000.0,1950815243188.1726,51567298806.98901
-10.599999999999866,51604190000.0,1953394545695.6511,51603780463.622314
-10.549999999999866,51639230000.0,1955975621234.535,51639564338.624756
-10.499999999999865,51675930000.0,1958558502129.5137,51675558540.57056
-10.449999999999864,51711000000.0,1961143177088.592,51711195349.335205
-10.399999999999864,51746620000.0,1963729621664.4473,51746741783.466064
-10.349999999999863,51782810000.0,1966317851266.9387,51782839215.89038
-10.299999999999862,51820780000.0,1968907905586.0364,51819858273.082756
-10.249999999999861,51856710000.0,1971499837094.247,51856705256.63256
-10.19999999999986,51892680000.0,1974093576111.6997,51893158205.719475
-10.14999999999986,51930620000.0,1976689152914.819,51930511689.68188
-10.09999999999986,51968340000.0,1979286627280.668,51968590395.685295
-10.049999999999859,52008980000.0,1981886011954.3877,52007681260.71703
-9.999999999999858,52046120000.0,1984487395406.7397,52045986992.62377
-9.949999999999857,52082880000.0,1987090610653.6501,52082868610.67309
-9.899999999999856,52119950000.0,1989695682267.8071,52120099354.82104
-9.849999999999856,52157730000.0,1992302620589.1323,52158315647.58715
-9.799999999999855,52197040000.0,1994911513832.566,52197084597.84838
-9.749999999999854,52235450000.0,1997522329048.9172,52235198446.40063
-9.699999999999854,52272090000.0,2000135033677.206,52272562091.4519
-9.649999999999853,52309150000.0,2002749585258.0625,52309107006.87182
-9.599999999999852,52345140000.0,2005365944377.8933,52345598842.56517
-9.549999999999851,52382420000.0,2007984145142.319,52382306807.65306
-9.49999999999985,52418510000.0,2010604175058.6587,52418509735.50951
-9.44999999999985,52454620000.0,2013225996115.87,52454834992.884995
-9.39999999999985,52491550000.0,2015849658557.9473,52491478574.24974
-9.349999999999849,52527410000.0,2018475143973.2952,52527239505.922104
-9.299999999999848,52561930000.0,2021102382508.5396,52562247579.257065
-9.249999999999847,52598200000.0,2023731368731.221,52597844396.31029
-9.199999999999847,52633720000.0,2026362166948.1707,52633957233.7639
-9.149999999999846,52670360000.0,2028994764454.5974,52670164984.83324
-9.099999999999845,52705700000.0,2031629183446.654,52706194358.06566
-9.049999999999844,52742380000.0,2034265383890.404,52742250538.73216
-8.999999999999844,52780930000.0,2036903408500.5273,52779474375.82689
-8.949999999999843,52816320000.0,2039543331327.9868,52816532153.67601
-8.899999999999842,52853130000.0,2042185061715.895,52853354532.06712
-8.849999999999842,52890170000.0,2044828666781.1936,52890134969.410866
-8.79999999999984,52925830000.0,2047474075212.8362,52925779932.899635
-8.74999999999984,52961430000.0,2050121244774.4836,52961362101.10276
-8.69999999999984,52996710000.0,2052770211422.9465,52996956772.43821
-8.649999999999839,53032420000.0,2055420940451.7275,53032612986.74729
-8.599999999999838,53069320000.0,2058073472721.6213,53069398408.280495
-8.549999999999837,53108890000.0,2060727880292.5557,53109298158.95188
-8.499999999999837,53149320000.0,2063384402537.5166,53149579887.013405
-8.449999999999836,53188010000.0,2066042838281.257,53188085220.7927
-8.399999999999835,53226730000.0,2068703211059.596,53226457826.30784
-8.349999999999834,53264090000.0,2071365484063.888,53264079036.46653
-8.299999999999834,53301560000.0,2074029618963.2427,53301751230.56321
-8.249999999999833,53340790000.0,2076695659186.9443,53340997105.470436
-8.199999999999832,53380560000.0,2079363718673.7898,53380252428.06565
-8.149999999999832,53417620000.0,2082033684429.751,53419322465.59006
-8.099999999999831,53460140000.0,2084705650920.3489,53459872932.34787
-8.04999999999983,53500860000.0,2087379671722.9858,53500901242.77023
-7.9999999999998295,53541360000.0,2090055741044.626,53541649204.95041
-7.949999999999829,53582550000.0,2092733836643.481,53582447657.41135
-7.899999999999828,53624470000.0,2095413985810.3672,53625528393.866425
-7.849999999999827,53669630000.0,2098096389482.8677,53669413262.653046
-7.799999999999827,53713610000.0,2100780927136.6326,53712506440.04318
-7.749999999999826,53753610000.0,2103467640126.872,53753481786.56662
-7.699999999999825,53792250000.0,2106156275315.2893,53792076422.10861
-7.6499999999998245,53830990000.0,2108846847769.083,53831343676.09543
-7.599999999999824,53872500000.0,2111539409682.899,53872395986.37131
-7.549999999999823,53914050000.0,2114234087367.7202,53914951451.871796
-7.499999999999822,53958690000.0,2116930904828.0862,53958762489.76241
-7.449999999999822,54001870000.0,2119629963616.6965,54003236707.99972
-7.399999999999821,54051480000.0,2122331228498.8862,54049992732.440636
-7.34999999999982,54096230000.0,2125034962889.9407,54097223702.38204
-7.2999999999998195,54144890000.0,2127740950869.1245,54142172795.65597
-7.249999999999819,54184380000.0,2130449180169.5063,54184514384.679405
-7.199999999999818,54224320000.0,2133159402307.5925,54231624882.98263
-7.149999999999817,54279400000.0,2135872342657.8047,54278862099.25948
-7.099999999999817,54318750000.0,2138587288517.5186,54318722111.710655
-7.049999999999816,54358030000.0,2141304214868.9758,54357877313.47091
-6.999999999999815,54396460000.0,2144023076248.8657,54396376688.968956
-6.9499999999998145,54434540000.0,2146743852537.8728,54434801863.861534
-6.899999999999814,54474000000.0,2149466556435.252,54473963577.98751
-6.849999999999813,54513780000.0,2152191248895.6716,54513769902.82637
-6.799999999999812,54554040000.0,2154917933425.5347,54560101742.91426
-6.749999999999812,54617340000.0,2157647259069.9631,54612384004.59395
-6.699999999999811,54659660000.0,2160379171825.9941,54659722313.72969
-6.64999999999981,54703890000.0,2163113231301.3362,54703898685.48018
-6.59999999999981,54748750000.0,2165849561694.5422,54750413764.52559
-6.549999999999809,54797550000.0,2168588272677.7888,54796345492.16963
-6.499999999999808,54838810000.0,2171329196243.7593,54839190189.398636
-6.449999999999807,54880960000.0,2174072191696.7288,54882154994.17891
-6.399999999999807,54930630000.0,2176817411743.1772,54927974382.020706
-6.349999999999806,54972770000.0,2179564989134.931,54972631867.24043
-6.299999999999805,55014700000.0,2182314674929.9014,55015115316.74727
-6.249999999999805,55057960000.0,2185066500666.6057,55059350593.19257
-6.199999999999804,55104720000.0,2187820609989.2207,55104385832.379585
-6.149999999999803,55147830000.0,2190576939249.8438,55148985520.956245
-6.0999999999998025,55195220000.0,2193335508541.3164,55196407891.4665
-6.049999999999802,55250340000.0,2196096580038.9905,55247289826.42011
-5.999999999999801,55294010000.0,2198860237523.9585,55293720372.17939
-5.9499999999998,55333570000.0,2201625952076.2085,55333317460.86347
-5.8999999999998,55371150000.0,2204393569270.045,55377086003.17304
-5.849999999999799,55420630000.0,2207163660676.526,55420515142.00117
-5.799999999999798,55457770000.0,2209935620784.245,55458094079.91132
-5.7499999999997975,55496290000.0,2212709470084.517,55496525285.49726
-5.699999999999797,55535470000.0,2215485273312.795,55535236514.55976
-5.649999999999796,55573300000.0,2218262993735.973,55572877798.0412
-5.599999999999795,55609990000.0,2221042561092.599,55609715828.76874
-5.549999999999795,55646460000.0,2223823965318.85,55646519162.26483
-5.499999999999794,55683690000.0,2226607213008.8257,55683690386.800964
-5.449999999999793,55721300000.0,2229392334357.5303,55721461488.50995
-5.3999999999997925,55759580000.0,2232179359157.677,55759612140.46796
-5.349999999999792,55797500000.0,2234968295571.577,55797394266.366394
-5.299999999999791,55834890000.0,2237759098584.3135,55834744139.1496
-5.24999999999979,55871670000.0,2240551769985.492,55871711902.59686
-5.19999999999979,55908420000.0,2243346269774.573,55908194793.77362
-5.149999999999789,55944580000.0,2246142589464.8696,55944302929.84784
-5.099999999999788,55979920000.0,2248940700067.558,55979786324.43768
-5.0499999999997875,56015130000.0,2251740568097.3135,56014862706.35663
-4.999999999999787,56050060000.0,2254542186338.194,56049825132.50409
-4.949999999999786,56084420000.0,2257345550610.564,56084416406.46893
-4.899999999999785,56119030000.0,2260150627978.841,56118905017.3576
-4.849999999999785,56154320000.0,2262957441112.3,56153921950.69256
-4.799999999999784,56188750000.0,2265766020173.91,56188967648.99822
-4.749999999999783,56223600000.0,2268576337877.1997,56223138120.10174
-4.699999999999783,56256210000.0,2271388333985.9204,56256894477.44549
-4.649999999999782,56290720000.0,2274202027324.9443,56290501495.443535
-4.599999999999781,56323480000.0,2277017384135.465,56323123414.82342
-4.54999999999978,56354600000.0,2279834339666.427,56354692498.76873
-4.49999999999978,56385880000.0,2282652853385.342,56385586245.82928
-4.449999999999779,56416520000.0,2285472898291.01,56416506574.53045
-4.399999999999778,56447690000.0,2288294504042.795,56447535045.03338
-4.349999999999778,56478310000.0,2291117651795.513,56478277983.827324
-4.299999999999777,56508230000.0,2293942331841.1777,56508560747.06463
-4.249999999999776,56538380000.0,2296768507870.2197,56538512290.67303
-4.1999999999997755,56568590000.0,2299596183070.245,56568330569.80389
-4.149999999999775,56597910000.0,2302425340927.2,56597988083.636894
-4.099999999999774,56627240000.0,2305255981878.609,56627234001.9865
-4.049999999999773,56656240000.0,2308088064327.399,56656590258.35368
-3.9999999999997726,56686700000.0,2310921640904.4443,56686963938.93962
-3.949999999999772,56718650000.0,2313756760721.293,56718657525.41911
-3.899999999999771,56752870000.0,2316593506656.9863,56754035908.910324
-3.8499999999997705,56791930000.0,2319432164312.184,56791236284.23747
-3.79999999999977,56826690000.0,2322272630285.41,56826387634.99919
-3.749999999999769,56859730000.0,2325114803075.684,56860002157.28435
-3.6999999999997684,56893670000.0,2327958630501.1387,56893510794.04704
-3.6499999999997677,56926440000.0,2330804154155.089,56926274652.65056
-3.599999999999767,56957460000.0,2333651257966.404,56957783190.63884
-3.5499999999997662,56989140000.0,2336499932474.153,56989547621.79118
-3.4999999999997655,57021890000.0,2339350212728.583,57022032153.3195
-3.449999999999765,57055670000.0,2342202135689.485,57057185443.304855
-3.399999999999764,57098820000.0,2345055931272.9136,57099791719.55974
-3.3499999999997634,57143180000.0,2347912114861.441,57141815138.68083
-3.2999999999997627,57175040000.0,2350770112786.7817,57175048401.37126
-3.249999999999762,57205040000.0,2353629619701.578,57204840215.91715
-3.1999999999997613,57234000000.0,2356490596808.3735,57233588528.402504
-3.1499999999997605,57261410000.0,2359352978554.4185,57261366041.131996
-3.09999999999976,57289050000.0,2362216733412.487,57289316512.54313
-3.049999999999759,57318230000.0,2365081910205.673,57318225851.24918
-2.9999999999997584,57346480000.0,2367948555997.612,57346753466.19547
-2.9499999999997577,57374330000.0,2370816585552.2925,57374413126.02946
-2.899999999999757,57402060000.0,2373685997310.215,57402368081.8986
-2.8499999999997563,57431020000.0,2376556822360.4824,57431174548.39762
-2.7999999999997556,57460770000.0,2379429114765.0547,57460732270.87809
-2.749999999999755,57490270000.0,2382302895587.5703,57489976301.69352
-2.699999999999754,57518200000.0,2385178112395.224,57518146094.3986
-2.6499999999997534,57546280000.0,2388054710197.0103,57545605133.631996
-2.5999999999997527,57572050000.0,2390932672908.5874,57572158497.308754
-2.549999999999752,57597660000.0,2393811926046.741,57597913142.484535
-2.4999999999997513,57623550000.0,2396692464222.836,57622874824.359535
-2.4499999999997506,57646450000.0,2399574213529.1772,57646096483.04606
-2.39999999999975,57667550000.0,2402457073871.1406,57667366646.92301
-2.349999999999749,57687880000.0,2405340950193.8696,57688366705.487465
-2.2999999999997485,57710010000.0,2408225910541.6895,57709635180.54606
-2.2499999999997478,57729860000.0,2411111913711.9243,57729227655.00406
-2.199999999999747,57747290000.0,2413998833307.19,57747120323.98355
-2.1499999999997463,57763910000.0,2416886625744.3228,57763702536.39078
-2.0999999999997456,57779060000.0,2419775203560.829,57778883500.20914
-2.049999999999745,57793300000.0,2422664514094.3438,57792957215.52164
-1.9999999999997442,57805990000.0,2425554499282.3813,57805528945.170074
-1.9499999999997435,57816450000.0,2428445066988.861,57816212173.21695
-1.8999999999997428,57825750000.0,2431336120499.703,57825509490.311676
-1.849999999999742,57833740000.0,2434227617937.892,57833541765.19449
-1.7999999999997414,57840500000.0,2437119474676.2227,57840335951.13199
-1.7499999999997407,57846670000.0,2440011651533.0054,57846703500.604645
-1.69999999999974,57852780000.0,2442904145026.283,57853421271.332184
-1.6499999999997392,57861290000.0,2445796993660.1387,57860983922.19644
-1.5999999999997385,57868470000.0,2448690243418.503,57868217495.726715
-1.5499999999997378,57874200000.0,2451583815409.7114,57873733600.99039
-1.499999999999737,57877530000.0,2454477616778.602,57877681273.27066
-1.4499999999997364,57881170000.0,2457371583537.0386,57880961199.18863
-1.3999999999997357,57883420000.0,2460265712898.521,57883221497.186676
-1.349999999999735,57884100000.0,2463159905686.7573,57884010278.18277
-1.2999999999997343,57884220000.0,2466054113926.3394,57884212798.32437
-1.2499999999997335,57884290000.0,2468948326966.59,57884283906.00015
-1.1999999999997328,57884310000.0,2471842542316.9395,57884310101.47867
-1.1499999999997321,57884320000.0,2474736757976.738,57884322758.485504
-1.0999999999997314,57884340000.0,2477630974592.788,57884349778.96402
-1.0499999999997307,57884390000.0,2480525192954.6343,57884379610.326324
-0.99999999999973,57884410000.0,2483419412553.821,57884410020.31656
-0.9499999999997293,57884430000.0,2486313633956.666,57884434119.1691
-0.8999999999997286,57884450000.0,2489207855965.738,57884445789.70621
-0.8499999999997279,57884470000.0,2492102078535.6367,57884464657.38199
-0.7999999999997272,57884480000.0,2494996302431.476,57884482375.795074
-0.7499999999997264,57884490000.0,2497890526773.2163,57884488417.4064
-0.6999999999997257,57884490000.0,2500784751273.217,57884489999.999176
-0.649999999999725,57884490000.0,2503678975773.2163,57884489999.999176
-0.5999999999997243,57884490000.0,2506573200273.217,57884489999.999176
-0.5499999999997236,57884490000.0,2509467424773.2163,57884489999.99429
-0.4999999999997229,57884490000.0,2512361649273.2163,57884490000.00406
-0.4499999999997222,57884490000.0,2515255873773.217,57884489999.999176
-0.39999999999972147,57884490000.0,2518150098273.2163,57884489999.999176
-0.34999999999972076,57884490000.0,2521044322773.217,57884490000.00406
-0.29999999999972005,57884490000.0,2523938547273.217,57884489999.99429
-0.24999999999971934,57884490000.0,2526832771773.2163,57884489999.999176
-0.19999999999971863,57884490000.0,2529726996273.217,57884489999.999176
-0.14999999999971791,57884490000.0,2532621220773.2163,57884490000.00406
-0.0999999999997172,57884490000.0,2535515445273.2173,57884490000.00406
-0.04999999999971649,57884490000.0,2538409669773.217,57884489999.99429
2.8421709430404007e-13,57884490000.0,2541303894273.217,57884489999.999176
0.05000000000028493,57884490000.0,2544198118773.217,57884489999.999176
0.10000000000028564,57884490000.0,2547092343273.217,57884490000.00894
0.15000000000028635,57884490000.0,2549986567773.218,57884489999.999176
0.20000000000028706,57884490000.0,2552880792273.217,57884489999.98941
0.25000000000028777,57884490000.0,2555775016773.217,57884490000.00406
0.3000000000002885,57884490000.0,2558669241273.2173,57884490000.00894
0.3500000000002892,57884490000.0,2561563465773.218,57884490000.00894
0.4000000000002899,57884490000.0,2564457690273.2183,57884489999.98941
0.4500000000002906,57884490000.0,2567351914773.217,57884489999.98453
0.5000000000002913,57884490000.0,2570246139273.217,57884490000.00894
0.550000000000292,57884490000.0,2573140363773.218,57884490000.00894
0.6000000000002927,57884490000.0,2576034588273.218,57884490000.00406
0.6500000000002935,57884490000.0,2578928812773.2183,57884489999.99429
0.7000000000002942,57884490000.0,2581823037273.2173,57884489999.99429
0.7500000000002949,57884490000.0,2584717261773.218,57884490000.00406
0.8000000000002956,57884490000.0,2587611486273.218,57884489999.999176
0.8500000000002963,57884490000.0,2590505710773.218,57884490000.00406
0.900000000000297,57884490000.0,2593399935273.2183,57884489999.99429
0.9500000000002977,57884490000.0,2596294159773.2173,57884489999.999176
1.0000000000002984,57884490000.0,2599188384273.2183,57884490000.00406
1.0500000000002991,57884490000.0,2602082608773.218,57884489999.999176
1.1000000000002998,57884490000.0,2604976833273.2183,57884490000.00406
1.1500000000003006,57884490000.0,2607871057773.2183,57884489999.98941
