,Awach,Grumeti,Kagera,Katonga,Magogo,Mbalangeti,Migori,Mori,Nyando,Nzoia,Rwizi,Simiyu,Sio_Malaba,Sondu,Yala,Qin_total_m3s
2001-01-01,2.4364086485438197,6.210512905176724,146.55548008878915,2.895327733,2.892619258516429,1.4243906294823687,9.915147100187246,0.8795452982830048,43.5421207834856,51.544048141499964,17.8047,2.212503626169014,2.651567288635037,15.579185123473824,109.42401577694675,415.9675724021889
2001-02-01,2.1080798743502718,6.876913519906555,248.77173195115347,3.548915794,3.341711007185017,3.799903197361857,22.573995136964616,3.1456079547999884,25.77506279448677,32.737746297918775,5.767,2.4139881406067913,2.205021677547402,13.851745415993056,64.52301594249697,441.4404387047715
2001-03-01,4.347851397540187,9.75994000038739,303.8663049197898,2.87064432,6.259091077395342,10.036094544048234,65.61620720378076,6.246192086069243,32.27317407051564,45.88617438221167,6.8037,8.070071594084732,4.714734025633451,34.86974320519014,95.15412806429292,636.7740508909394
2001-04-01,7.1258279597053935,13.623870512330646,343.95030128438765,3.621236795,9.025261270658387,10.088657653068035,57.61474312391007,6.075831457256104,28.10979983841898,67.49774706249657,19.8665,9.134079083773376,12.782227956822,49.576479321274206,88.79455822546385,726.8871215445652
2001-05-01,10.522547323338685,17.08299322036194,296.3948007259521,6.956098933,13.630161296036764,11.65445013322195,62.34670220608189,6.192868362779455,31.47048461743068,121.76700731308674,11.6496,18.848657694178986,19.634290808103476,54.30898598681905,99.66357567234584,782.1232242927375
2001-06-01,7.96424902133958,15.020385101333527,190.59617625321647,3.928341304,10.65303091175066,8.321644728063704,37.889198091709666,3.8095790750100296,33.494164889407806,112.55621935901127,4.0175,14.765910736210934,15.59200772214777,38.81695257846955,115.75921809874062,613.1845778704115
2001-07-01,7.497258644563393,12.296868860993845,187.1572862007212,2.081403462,8.445992359237076,4.962490450923102,24.22205109034745,1.8909853609690095,47.26546118020746,159.65116187279565,2.6991,13.650951557423419,9.593654180972043,35.35943160258805,134.5760968533787,651.3501936771204
2001-08-01,6.829439941452165,10.236171114758585,140.41324217239816,6.323395222,6.061557383163682,2.1280758165526588,9.975996587770574,0.6059838831243987,22.74185375446645,109.73335838062684,3.0643,11.788708622933504,8.221767398097176,27.729560769925342,65.06206737584448,430.915478423114
2001-09-01,7.275467905715253,10.013896351659005,151.240443910623,1.186938353,6.189493035132268,1.5655491241292876,12.568079995787688,0.5920193169158177,33.28317400601909,128.9001326709217,7.3451,10.740431650333939,9.051171100295607,30.02783322336186,93.21885102126515,503.19858166515974
2001-10-01,5.706000394961906,10.009072866933048,158.38649287806717,1.382348919,5.447420084093009,1.7298191426734637,20.253183489052653,1.081862220249913,32.13357542201725,82.67790352769478,31.1006,9.426940175284221,10.727586801420957,29.83706245316342,98.93425083201778,498.83411920662957
2001-11-01,5.898825131930711,11.78996999120576,173.1276789586501,1.98822787,7.073892483972687,3.909840805957349,47.497176853558905,3.4306079196971586,26.63235745799241,77.01470684748097,54.2021,8.63635785198795,13.458986422140486,38.890301113156355,95.40937468927947,568.9604043970103
2001-12-01,4.967176890852729,11.962860752550796,229.82367696048382,5.208280033,7.0237186710276,5.8403347353723305,56.98029532748284,5.612941139802389,24.140730931324715,48.66241673350701,29.4792,6.473426474661653,6.9844359616463265,34.47483376621409,80.08196550033924,557.7162938782656
2002-01-01,5.476554396050671,11.178371402664094,208.8871456946951,5.532451651,6.745767764201158,5.869084261870665,49.41156264823292,4.425261772239859,50.75295123937075,60.08004467705009,11.1557,7.306326396721969,3.661468178,32.952241077439105,127.54527425889296,590.9802054184294
2002-02-01,3.096418902735814,8.967547082171853,276.50748214499373,3.12884807,4.9203424707170305,6.766245451089946,46.29582452659677,5.688329495955162,22.174582050947958,28.164658500913365,5.4914,4.243155076936996,1.522365321,18.140760461902328,55.50989041615684,490.6178499721178
2002-03-01,5.363862789049748,10.746861526260851,324.97165999337926,3.185121223,7.111510133326702,11.839350888770515,92.67953696152561,7.579328591682074,40.850538667154126,58.081518006027544,8.0366,9.798070567934614,5.375252815,45.287539397665576,120.44360369812328,751.3503552589
2002-04-01,11.093380070199679,17.372503585766104,446.4488584094951,10.98348893,12.412411359574788,15.43267947142947,127.25887960763745,10.031476341837688,42.44850642382159,101.92810216527752,9.2909,14.632264275374794,11.14119626,95.44164766159574,134.08833918776133,1060.0046337497715
2002-05-01,14.056584714895969,23.019994571989944,374.2162816649861,16.05576736,20.325864548869532,21.593398718885886,128.4882562385792,11.881877570625416,26.57850642720655,102.83874639477376,42.1892,31.50559471006256,27.24474756,72.71207540851853,84.1712168963127,996.8781127857063
2002-06-01,9.368315922441335,17.327232294586448,186.7171810375595,4.815267003,12.935274657224475,11.523132198372068,57.7546651960332,5.342363715372558,19.76166699735709,66.40853810801147,5.9158,19.223352882004406,13.66696542,40.542576310412,68.2983178561103,539.6006495984849
2002-07-01,5.750670501599427,10.264073092359073,163.2654125294282,2.790804882,6.612778019254902,3.349463836329127,14.096157034673062,1.0755808591198548,23.820752975381712,80.46067454424978,3.0035,9.792555426763244,5.505119745,25.772058115890136,67.82339322392511,423.3829947859736
2002-08-01,5.4645324348348625,8.678901100095278,125.28033995499852,1.736478186,4.81025412983271,1.3399085888160935,6.03313610632301,0.1896630776309493,15.592986752213392,75.2388447300145,2.1972,8.743449736822454,5.176140959,21.652283647023808,44.60990584217041,326.74402524577596
2002-09-01,5.63860792755857,8.520866896285767,135.1544022829791,1.491384622,4.95482483664203,0.9532191446482645,7.418448439930598,0.19265787806935955,18.81962278002521,72.885232421741,2.5684,7.9327004445671605,3.120818062,22.08475061248109,52.70962474583446,344.44556109476264
2002-10-01,4.587530844706608,8.596488453342458,139.69671878129182,1.276226775,4.391098532824506,1.1025107167191304,13.107272322336524,0.5813500853052753,27.071519486278977,69.65351496183347,5.7769,7.119889108696274,7.33507588,23.00289052706736,83.34897265818313,396.6479591335855
2002-11-01,5.95168694339135,11.131794038654645,172.87362890957442,8.248285592,6.497674648410673,3.29204785877522,44.00933381812684,2.943412249809324,36.3587625166298,105.14125311558146,9.2256,7.88014416919842,13.48409243,42.88278124662203,130.25383883718567,600.1743363739598
2002-12-01,7.392849537272635,14.729090658333226,293.3201551751837,5.918846838,9.26379802461794,8.491367799166023,111.23287280521757,8.625551570205253,48.892882773408154,98.55732386855004,30.821,9.781483236539385,10.9881955,62.166382102248924,162.19219553089744,882.3739954196403
2003-01-01,7.544,12.573,166.0103,6.018062443,8.235,9.8,133.77,9.3279,20.272351743775886,23.99789113209469,6.4647,10.548,11.20274349,25.2459792,50.945661284557445,501.95558929342803
2003-02-01,4.708,8.802,177.781,3.525246853,6.09,8.3706,79.8,6.766,15.43517046240783,19.604712457636474,3.7009,9.192,2.956142501,10.4955552,38.63904261890391,395.8663700929482
2003-03-01,4.32,5.907,320.8,2.541691223,4.515,6.9244,52.759,4.182,28.208084809688327,40.106408366820254,3.1173,7.89,2.456689426,16.532568,83.16863127763108,583.4287731031396
2003-04-01,5.328,10.968,470.918,4.08966479,7.665,6.4974,39.053,3.961,32.00450126240557,76.84977280125324,43.3075,9.342,11.93916484,40.766544,101.09732431952597,863.7868720131848
2003-05-01,12.884,16.956,248.6924,4.544870047,14.7475,11.039,38.437,4.5866,31.30413662295695,121.12336620918136,5.4707,25.368,27.72068652,42.548688,99.136769805302,704.5597172044403
2003-06-01,11.408,15.9,379.3643,2.364639062,12.5,8.8802,33.649,3.3252,42.75823286846022,143.687864857561,4.2119,27.336,24.72910778,27.9987552,147.77677307315417,885.8899728411754
2003-07-01,9.724,13.785,359.0856,8.776907521,11.2,4.1594,16.177,0.93466,48.89692448297891,165.16184568580712,2.7183,21.18,23.62431793,27.2063376,139.22126391542025,851.8515571352061
2003-08-01,10.788,11.292,66.397,3.085560501,7.0925,1.5456,6.7445,0.166957,39.164963106066836,188.97768752197697,5.2547,21.006,14.26936121,26.3248128,112.04686723829326,514.1565093773371
2003-09-01,9.396,12.246,265.7233,1.683788765,7.4775,2.177,3.2809,0.07072,23.39373824201939,90.6000119615931,10.6707,17.088,12.10045365,31.1429664,65.52071625196875,552.5717952705812
2003-10-01,7.56,11.289,89.5224,2.553583406,6.5875,1.8984,1.9516,0.051102,20.69302255915136,53.241996894926466,6.1605,20.832,6.889329116,21.9681072,63.71057865340908,314.90911982948694
2003-11-01,7.3,8.916,32.5148,8.342946635,5.65,0.71862,9.499,0.37876,24.596308280918787,71.12691675053925,13.0242,9.402,7.890617971,18.6424992,88.11530847198638,306.1179773094444
2003-12-01,2.2552,11.013,274.0324,9.617120923,5.0675,2.4234,67.221,6.0843,32.03085511527662,64.56717588147373,5.6134,4.4334,6.009852345,35.929296,106.25584791053336,632.5537481752837
2004-01-01,2.6344,10.239,60.7193,7.720546546,5.5725,4.5178,50.61,6.1795,43.46866680202492,51.4570951982701,3.7543,4.0626,4.035216241,25.8379056,109.23942142367213,390.04825181096714
2004-02-01,2.9248,8.439,296.3228,2.243356779,5.0075,5.5454,46.221,5.4264,31.323522817362587,39.785025989198765,4.756,5.6904,2.010762915,14.0630256,78.41254076603686,548.1715348665981
2004-03-01,4.74,8.901,467.2043,10.57045969,7.3525,7.9926,37.121,5.0983,26.211038830342545,37.26699753424047,8.4654,6.93,2.10896932,20.3769072,77.28054699891254,727.6200195734956
2004-04-01,14.628,15.957,268.386,11.62541964,11.8925,10.6708,49.56,5.0405,35.12399470996722,84.34035547693814,11.027,15.63,15.47210278,56.869488,110.95132698605813,717.1744875929636
2004-05-01,11.64,15.867,260.0181,9.748533716,14.8825,13.4736,58.45,5.0762,18.843180323856263,72.90887649775709,3.3579,28.944,16.00536823,32.30136,59.67428690545628,621.1909056730696
2004-06-01,6.328,11.328,163.2528,6.263227621,10.01,9.352,36.12,3.349,15.498206059699648,52.08129495649454,1.7755,14.754,9.254900644,17.7705216,53.563366076678875,410.70081695787314
2004-07-01,5.78,6.243,520.7439,6.871583566,6.36,4.7054,13.125,0.6953,17.39378790922325,58.75195924755575,1.7626,6.096,5.115363274,11.4311808,49.52428322647927,714.5993580232583
2004-08-01,5.312,5.382,56.5601,6.264901409,5.085,1.4406,1.5309,0.20383,23.0225224693334,111.08763323470183,2.5325,1.8384,7.280862631,18.760248,65.8650312429997,312.1665289870349
2004-09-01,4.244,8.028,91.6228,1.967256701,6.7425,0.39886,8.435,0.089862,30.348977750371677,117.53648428308843,3.679,2.139,11.77887224,26.9740224,85.00081257418421,398.9854479486444
2004-10-01,2.8284,10.887,26.1171,3.740840837,6.5975,1.5722,12.698,0.15181,27.49566423915706,70.74481583637618,6.6534,5.1654,11.23922371,22.6077696,84.65484798700112,293.15397220953434
2004-11-01,4.416,11.814,80.3758,7.829829636,7.405,3.0758,38.724,2.0519,28.350482032868534,81.98313146667772,13.7945,3.6066,22.54818854,31.7794464,101.56448850471159,439.31916658025784
2004-12-01,6.216,12.729,110.021,2.131698397,6.86,5.5734,77.35,7.1638,35.79091702885638,72.14663568751386,9.0367,5.3424,8.847430771,34.306272,118.72908864624416,512.2443425306144
2005-01-01,3.9112,11.07,146.7635,0.931395497,6.6475,12.5272,64.561,7.9815,38.016109769163975,45.002497738638496,3.107,5.9508,3.264655581,21.3029856,95.53681171948959,466.5741559052922
2005-02-01,3.3248,9.393,205.2951,0.820304746,6.0525,12.4922,42.525,6.6164,19.774038904361536,25.1156505067616,2.134,5.424,1.83164443,17.0449344,49.50058270067853,407.3441556878016
2005-03-01,4.92,8.298,330.7021,0.671798273,6.8425,14.35,58.52,5.7256,33.61295868871779,47.79108743759019,2.741,14.25,6.276243294,27.1013184,99.10434494907857,660.9069510423865
2005-04-01,8.412,11.559,410.6354,0.807813246,9.52,10.7366,36.519,4.1769,26.633506794743212,63.95284617295134,5.93,6.336,12.93492601,31.919472,84.13117430320081,724.2046385268955
2005-05-01,10.584,18.888,230.3618,0.988332876,15.89,9.6292,73.22,3.7842,43.7968999594324,169.46092513290736,9.4834,14.22,27.13687347,55.437408,138.69998210651693,821.5810215448566
2005-06-01,7.444,16.338,220.2775,0.587073631,14.3525,8.1088,46.501,3.0583,17.031933837990252,57.23534494759847,12.0556,15.96,24.20094325,34.465392,58.864084245872135,536.4804719124609
2005-07-01,7.816,11.79,65.2093,0.374920956,7.1675,4.6662,26.404,0.92327,30.497012041110906,103.01144396853688,1.8881,13.776,12.7794985,20.5232976,86.8323029904515,393.65884605609926
2005-08-01,11.808,8.943,67.5893,0.268235053,4.9275,1.35114,10.185,0.39899,26.91511766946869,129.87007501534438,2.9672,17.16,14.81811633,19.842264,77.0013393871127,394.0452774549258
2005-09-01,9.492,7.287,496.2617,0.368069246,5.1725,0.35308,4.4366,0.74477,19.622435391959545,75.9943905858485,15.904,14.1,11.51812263,11.8767168,54.958126323729815,728.089510977538
