,Awach,Grumeti,Kagera,Katonga,Magogo,Mbalangeti,Migori,Mori,Nyando,Nzoia,Rwizi,Simiyu,Sio_Malaba,Sondu,Yala,Qin_total_m3s
2005-10-01,4.776,4.983,96.3899,0.941745023,3.49,0.124558,8.561,0.83113,21.567753880348565,55.492631965465264,11.3938,15.618,10.2935644,9.4962816,66.4037395234768,310.3631043922906
2005-11-01,2.9744,6.099,386.0934,1.033105099,4.9975,0.78862,31.192,2.6435,15.894584755487639,45.963515897424294,3.7632,8.472,13.64881419,14.1107616,56.941725675573956,594.6161272174859
2005-12-01,3.442,4.641,410.5747,0.414765717,3.8625,2.6334,14.133,2.2083,17.1245445163669,34.51932437329934,6.4309,3.4812,5.88605182,7.605936,56.8071939109867,573.764816337653
2006-01-01,3.8528,2.4186,370.8767,0.028023228,2.5875,3.9676,10.64,1.19255,27.890118952737325,33.01560898056408,1.9882,1.0554,1.666191298,9.2576016,70.0895767452544,540.5264708045557
2006-02-01,1.0712,2.9544,398.411,0.00755844,1.3675,2.485,10.857,0.50966,42.62952753881537,54.14515062459495,2.5878,1.326,1.788910434,4.4267184,106.71499452550088,631.2824199629113
2006-03-01,6.276,9.693,328.8134,0.008733151,5.88,9.3492,54.124,3.9015,29.85378273795632,42.446270629885944,8.0515,13.926,4.924193972,26.207064,88.0208020334235,631.4754465242656
2006-04-01,13.408,16.257,369.2961,0.122656812,11.3325,9.198,117.95,6.341,29.832954140306455,71.63541555843118,7.183,14.184,20.03807095,46.494864,94.23773910437158,827.5113005651093
2006-05-01,13.384,21.441,350.0295,0.52612608,18.83,11.6158,103.6,6.528,45.67108721689207,176.7126143350108,3.3724,17.466,26.42134477,56.4876,144.63532774318756,996.7208001450904
2006-06-01,10.488,19.269,520.958,0.718392791,14.395,10.1486,68.096,4.4812,23.699049215476816,79.64000269613453,1.9943,14.238,23.20950062,36.565776,81.90630863391777,909.807129956529
2006-07-01,8.4,14.127,110.0753,0.305411174,8.7525,5.2514,33.103,1.9856,27.669046667432806,93.45926894749202,2.3957,6.726,11.24945529,24.4822032,78.78040774764209,426.7622930265669
2006-08-01,5.712,8.697,146.4071,0.184633957,6.1475,2.0286,14.182,0.25194,31.43748232604866,151.69126281059644,2.4192,10.644,7.274675561,15.8419872,89.93935214373579,492.85873399838084
2006-09-01,4.004,7.266,186.0708,0.014084835,5.2525,0.65464,4.5528,0.095183,23.942536554716224,92.72541548540988,2.3911,5.4678,8.109913707,16.2493344,67.05777963849421,423.8538876206203
2006-10-01,3.4316,7.488,108.9618,0.00755844,4.8475,0.096236,11.984,0.3519,24.716640902175154,63.59454325267941,9.0548,2.5638,12.50211122,16.5134736,76.0986699620492,342.21263337690374
2006-11-01,11.528,17.298,216.0419,0.504828898,9.96,5.5062,145.39,5.1272,54.44369377009124,157.4387517894811,21.9294,18.942,18.116537,70.553808,195.0423948226246,947.8227142801969
2006-12-01,10.736,22.614,336.4369,1.645693063,16.0125,11.3778,214.62,14.0692,52.744322246876465,106.32098078577285,16.07040446781105,11.226,27.80484124,75.359232,174.96856273859942,1092.0064365420596
2007-01-01,11.096,22.959,266.9727,2.622821738,16.12,12.5832,229.67,15.6298,45.73147414412718,54.13574861426298,8.7861823,14.706,15.71138801,55.21464,114.92599483459102,886.8649496409812
2007-02-01,12.412,20.826,344.8498,2.644680394,15.135,14.042,213.36,15.5261,34.83371632890515,44.24343703377094,4.703883426,16.614,9.838843686,39.366288,87.19964920927818,875.5953980779542
2007-03-01,8.144,19.191,320.2563,1.782627378,12.92,11.3988,125.3,10.2068,25.049446842476346,35.61543972961463,3.709614541,15.054,6.341622231,44.680896,73.85571272229716,713.506259444388
2007-04-01,9.004,13.923,472.7524,1.473619756,9.665,10.5126,99.05,6.6657,30.364811386282714,72.91252055628308,5.345399714,14.7,10.22983812,36.183888,95.91779479551626,888.700572328082
2007-05-01,11.18,15.282,527.0849,1.743038508,13.5975,9.065,65.709,4.9691,29.021106144712213,112.28976252242876,5.367949759,18.264,19.76811393,40.193712,91.90666249691976,965.4418453610608
2007-06-01,8.412,12.63,148.7664,1.544732077,10.59,6.5828,53.487,3.1603,37.0875157440246,124.63157601774805,8.918444695,20.43,21.6767602,32.555952,128.1782017234503,618.6516824572229
2007-07-01,9.868,11.604,86.1094,0.885945723,7.9775,4.1342,33.887,1.21839,51.694117584734585,174.61007950236126,3.219351992,20.586,11.5763526,27.5468544,147.18554312438116,592.1027349264771
2007-08-01,9.52,11.097,226.1082,0.629338864,6.0575,1.5274,21.336,0.55811,34.57185010291357,166.81512677827567,3.614915412,20.37,13.7036554,27.2668032,98.90645085436792,642.0823506115572
2007-09-01,14.636,10.281,90.4405,0.829089862,8.5925,2.2302,33.481,1.28214,44.92229679378051,173.9764968194935,18.42613553,28.434,16.2275177,27.7250688,125.81747436693315,597.3014198722072
2007-10-01,5.224,9.117,108.5161,1.506011837,6.065,1.8774,31.752,1.47118,23.85756758434048,61.38419535449668,14.3595807,22.11,16.86442406,20.04912,73.4537176343504,397.6072971701876
2007-11-01,5.576,8.166,168.1962,1.358976566,4.4175,2.2764,39.984,1.58185,29.962710610000663,86.64532899969034,30.080534,10.152,14.02239671,17.996472,107.34023406696564,527.7566029526565
2007-12-01,2.87,6.645,198.4529,4.285257686,5.62,5.285,72.94,6.1064,28.079683550846482,56.602480951528975,21.7298517,5.1732,4.350809605,20.574216,93.1486397730185,531.8634392663939
2008-01-01,1.7736,4.332,168.9875,3.222054546,3.445,5.054,61.516,6.6198,40.49618706223189,47.93834976165289,8.057637455,2.0178,2.186323815,8.337888,101.76939782144258,465.7535384613274
2008-02-01,2.4092,3.453,430.4605,2.73645643,3.3375,6.1544,56.427,6.8204,29.688449916812925,37.708266672505786,5.267087369,2.298,2.211314352,8.5638384,74.3194436639853,671.8548568043042
2008-03-01,4.12,5.793,310.9406,2.217200313,4.8325,12.9024,81.06,6.1948,34.33071084180431,48.81159135170086,17.53957341,2.4456,4.840330966,24.870456,101.22056320960635,662.1193260921115
2008-04-01,6.54,12.411,310.1121,3.530738308,8.91,12.2038,76.23,6.9496,24.278934880597813,58.29900657199374,19.87234318,5.5944,16.9938152,39.30264,76.69344176407132,677.9218199046628
2008-05-01,6.86,14.529,302.8951,4.384466797,12.0025,11.0838,44.226,5.5386,24.66409583498071,95.43142326589192,5.186925963,6.354,18.80646515,31.0856832,78.10848836684599,661.1565485777187
2008-06-01,5.22,14.781,96.1778,4.446268304,9.755,6.8026,21.546,2.7506,26.215112537291365,88.09516424759867,4.86634345,9.978,23.79136327,29.5549488,90.60207769643527,434.5822783053253
2008-07-01,3.2912,10.437,98.7277,2.697290109,6.46,3.2298,7.105,0.42908,40.7574257654984,137.6686107768446,1.334962447,6.378,10.51665179,25.8188112,116.04616014217487,470.89769223051786
2008-08-01,4.64,9.831,69.8555,1.900042155,4.47,1.19882,0.9023,0.138686,32.563426020687515,157.12413491918377,3.387695573,6.39,11.66548251,24.7940784,93.16055940823212,422.0217249861034
2008-09-01,6.304,8.982,45.8471,1.603072868,5.455,1.5204,15.582,0.15623,35.877223628933436,138.9464503835336,2.189768286,12.372,18.69055862,19.428552,100.48421355238946,413.4385693388565
2008-10-01,6.64,10.497,630.875,1.654640754,5.495,3.2746,109.06,2.1301,40.510181947964654,104.2304465343846,1.53012122,15.084,22.91117734,28.7338896,124.72451165034447,1107.3506690466934
2008-11-01,6.768,12.738,480.8244,2.154485628,7.795,6.545,95.9,4.7804,22.13780846768424,64.0174957126347,1.520571462,17.28,24.45327925,35.292816,79.30782944109701,861.5150859614162
2008-12-01,5.232,10.005,418.6008,3.00817025,7.805,7.4326,66.465,5.6508,16.051802992196308,32.35691283551156,1.829629993,11.01,7.859600761,17.901,53.24859206194581,664.4569088936537
2009-01-01,3.5124,7.158,110.5069,2.145920437009749,4.635,5.2906,63.196,5.5318,37.07261776541793,43.88561605287892,3.037967374,4.9338,3.638684584,16.7044176,93.16575854050694,404.41548235381356
2009-02-01,1.1388,6.321,89.4503,2.0361472806231156,3.5425,4.1118,41.65,7.106,28.538469867976264,36.247639577756836,7.101714162,2.4408,2.483033229,13.3628976,71.44068516720628,316.9717868845625
2009-03-01,0.5644,4.899,309.1598,2.2146640089881275,2.7675,6.608,26.803,6.2373,24.991207729766938,35.53263504248314,9.701246295,0.7842,1.812275491,10.2250512,73.68400069989139,515.9842804671296
2009-04-01,5.132,10.224,372.7451,2.659313953193051,5.7625,8.6982,66.927,19.907,34.458207312783955,82.74165503827287,14.60348167,4.092,16.22148298,32.93784,108.8482064322017,785.9579873864515
2009-05-01,10.84,13.983,538.5873,3.963856948746958,11.07,13.3336,51.079,8.2348,35.04705262414446,135.60562428780128,9.694132198,15.342,23.98234944,37.043136,110.99017456389834,1018.7960260625911
2009-06-01,7.504,13.161,98.8099,2.9220226395190285,10.405,12.1282,30.653,4.9844,15.580670310608891,52.35841380227751,21.678806,13.344,15.46090461,17.9551008,53.848370859985806,370.79378902239125
2009-07-01,6.256,9.552,88.8134,2.1203457011430866,7.3925,7.1274,15.547,1.7748,14.171000488023846,47.86617196407162,30.34952889,8.406,6.464161779,11.2084128,40.34823498102602,297.3969566032645
2009-08-01,4.968,5.877,272.0249,1.7473686701390645,5.33,2.6656,3.6414,0.27778,18.912059244874417,91.25394074024726,39.75587458,4.2966,7.097126359,13.6715904,54.10542544555421,525.624665439815
2009-09-01,6.9,8.139,112.1965,1.123263043228492,7.055,0.66248,1.981,0.138193,26.03001025530338,100.8098498877323,7.621852836,0.38382,7.114436381,24.8099904,72.90433441330782,377.86973021657207
2009-10-01,3.9676,8.781,285.4825,1.491577173327281,6.04,0.66248,7.791,0.40647,28.919829499936423,74.40911389508311,3.181877107,2.3136,9.414252306,15.3582624,89.03962998793746,537.2591923692844
2009-11-01,3.2888,9.765,120.8391,2.855363235225197,8.64,3.8962,40.887,3.4051,27.687784679112813,80.06676178334794,1.850698913,1.6644,10.0512399,21.5321184,99.19040126028332,435.6199681709692
2009-12-01,9.056,13.131,253.382,2.9041439874921147,6.23,11.3148,100.94,10.2255,48.5197120998275,97.80509366963167,3.090583354,11.604,9.40925053,43.185168,160.95427771090937,781.7515293518607
2010-01-01,7.804,13.944,523.3939,3.14518275105715,9.815,13.1068,130.13,12.019,33.98521991114915,40.23083349362539,7.152509767,16.38,10.11518698,67.8096,85.40693867973087,974.4381715825626
2010-02-01,10.064,12.747,630.7113,1.899960384288804,9.75,12.6966,177.8,13.7768,61.2192007205116,77.75649967293832,19.86136161,15.384,4.215402922,47.1546,153.2507406702186,1248.2874659799575
2010-03-01,9.604,13.887,930.2106,2.595245393621169,11.8475,13.7074,183.12,13.6527,40.34019567848538,57.35590956969506,11.85507807,21.39,16.63080095,74.358,118.93890998580372,1519.4933396476056
2010-04-01,11.312,16.134,876.3243,3.4747872665095896,15.0625,18.34,122.01,11.0585,31.473604216642986,75.57497345308666,5.431547995,27.414,20.03979959,90.0252,99.42030175399127,1423.0955142752307
2010-05-01,15.164,23.295,480.1642,3.9336858781887436,23.0325,16.24,151.69,16.8793,28.151721906317167,108.92590212429884,3.197356527,32.976,28.87389613,137.5776,89.15341789694183,1159.2545804627468
2010-06-01,8.796,20.664,18.9246,2.511934262045803,15.1725,10.8542,60.438,6.2696,33.45756006910391,112.43320986773642,3.128849833,24.57,20.628393,83.538,115.63270814122967,537.0195551731158
2010-07-01,6.732,13.923,96.0952,2.3450740779019212,10.025,5.4418,23.492,2.6673,21.640155801604553,73.09515088961463,4.497821851,16.248,10.60163795,58.5072,61.61471041138283,406.926050981504
2010-08-01,9.616,10.758,86.9182,1.821440146784239,9.14,1.7962,6.3784,0.39967,18.676640755649426,90.11800601274169,7.527634499,17.55,6.862673468,51.69564,53.43191774592495,372.69042262810024
2010-09-01,9.312,9.522,90.6763,1.1182128977476964,7.23,1.5064,7.77,0.26945,27.923879287997817,108.1444859873878,4.190882339,23.832,9.545028315,54.47412,78.20864508934501,433.7234039164783
2010-10-01,7.276,9.675,98.4098,1.5453486717209972,6.04,1.869,19.831,0.27183,24.72075885762086,63.60513852315897,3.466889203,15.27,14.7740965,47.7054,76.11134850253622,390.5716102580371
2010-11-01,6.18,10.227,150.7075,2.819821634501213,6.4875,3.857,28.483,1.24491,19.299879002040665,55.81085061202317,3.669563331,10.62,13.46988583,48.62952,69.14105858138561,430.6474889909507
2010-12-01,4.804,10.647,280.2148,2.7380121815016456,6.6825,5.4082,60.718,4.5526,29.50228365201041,59.47013061652483,21.22520139,4.5582,4.743829406,63.4644,97.86782630246867,656.5969835485056
2011-01-01,3.7788,10.053,324.4006,2.579265243478037,6.145,6.5212,57.477,5.9823,23.869575346967874,28.256192364151143,5.471369570978835,1.4094,2.111828076,43.20108,59.98570447092829,581.2423150725042
2011-02-01,2.5124,6.522,265.6485,1.8742594422051009,5.28,7.8386,37.408,5.2462,25.707842603704922,32.65236774542172,4.678354761381544,0.8028,1.601409804,25.34292,64.35474285326892,487.4703972099822
2011-03-01,2.7444,4.434,268.2971,2.069583203409254,4.56,12.957,42.427,4.505,32.352296061338734,45.99867045899804,7.144129684705032,6.828,4.034984747,33.1398,95.38741110088031,566.8793752563314
2011-04-01,4.284,6.834,362.4944,3.1681730872516924,6.0225,15.876,33.628,5.5896,24.36123910940158,58.49663693755678,9.655921042317935,6.96,8.215482392,36.15084,76.95342823422504,658.6902208027531
2011-05-01,8.36,11.922,324.4819,3.382619760647855,14.0475,10.6176,48.174,6.2254,28.521941441036173,110.35837211450064,6.451678072536439,22.494,20.52875878,67.932,90.32586258797184,773.8236327566929
2011-06-01,8.832,11.619,172.3929,2.4770090793108572,10.4175,7.2366,37.59,4.7413,36.9838663586991,124.28326511076936,5.833329329619427,13.212,12.74456878,40.53276,127.81997897506079,616.7160776334595
2011-07-01,9.02,10.308,558.2293,2.3586323930591515,8.03,4.893,24.087,2.0638,37.185577711291984,125.60378209120104,3.8097921665094168,17.136,6.150998862,37.80324,105.87625260957425,952.5553758336358
2011-08-01,9.948,13.38,137.7021,1.8003911285295433,7.6875,5.2136,38.43,1.25528,55.0563238372394,265.65623805249817,5.658349725973041,28.908,11.25626771,80.2332,157.5103898582265,819.6956403124666
2011-09-01,11.388,13.386,720.9346,1.4018242679572328,8.0125,4.9966,69.706,2.0264,49.843068432196986,193.03381740197415,7.690999936928003,29.04,18.30836492,55.23912,139.5994735893708,1324.606768548427
2011-10-01,10.964,12.864,1258.2249,1.778031797956467,9.08,5.1968,102.41,4.0341,37.739059485530504,97.10050246175655,8.568172296330422,25.818,15.41441021,52.71156,116.19265918188711,1758.096195433461
2011-11-01,9.128,16.593,192.156065,2.8855908188716928,12.3725,17.528,178.85,9.8209,52.396463576700725,151.51862874209513,14.045005466525215,20.4,28.22034593,108.5688,187.7082730534763,1002.1915725876692
2011-12-01,10.392,20.04,358.3416,4.365042136535568,14.21,17.15,221.83,13.8074,29.368990279917615,59.201440424871286,11.524254415098675,15.972,21.04858725,98.4096,97.42565264767231,993.0865671540954
