,rainfall_mm,evap_mm,outflow_m3s,lake_level_m
2001-01-01,3.86058595,4.67,1013.657,11.69
2001-01-02,1.434764757,4.53,1097.585,11.7
2001-01-03,1.888148131,5.08,1154.564,11.7
2001-01-04,5.468834885,4.25,1133.514,11.69
2001-01-05,2.46624676,2.44,1084.993,11.7
2001-01-06,0.719219383,3.83,1061.723,11.7
2001-01-07,1.952174124,4.06,1067.373,11.7
2001-01-08,0.619041527,4.57,1131.601,11.7
2001-01-09,0.135464681,4.27,1141.048,11.7
2001-01-10,0.688175565,5.43,1213.126,11.7
2001-01-11,2.456161276,3.32,1172.816,11.7
2001-01-12,4.134475661,2.34,1136.023,11.7
2001-01-13,6.869271933,2.81,1139.16,11.71
2001-01-14,5.288973807,3.38,1077.34,11.72
2001-01-15,2.163191407,4.92,1050.249,11.73
2001-01-16,4.201959737,6.2,1108.576,11.74
2001-01-17,7.221868639,5.26,1134.526,11.74
2001-01-18,7.66234708,4.13,1117.516,11.75
2001-01-19,2.650452618,4.46,1039.614,11.76
2001-01-20,1.786917835,5.11,991.157,11.75
2001-01-21,5.336941279,4.77,991.125,11.74
2001-01-22,8.605243984,4.17,981.681,11.74
2001-01-23,11.18296928,2.55,1047.789,11.75
2001-01-24,15.92915727,1.79,1078.204,11.77
2001-01-25,0.422163273,3.47,1069.669,11.77
2001-01-26,5.245179965,3.7,1036.454,11.77
2001-01-27,0.039290682,5.44,987.526,11.77
2001-01-28,0.187889994,6.21,977.686,11.77
2001-01-29,0.421741378,5.47,1000.523,11.77
2001-01-30,0.588176569,4.71,1062.708,11.77
2001-01-31,0.479961364,5.81,1113.765,11.76
2001-02-01,0.0,5.84,1114.483,11.76
2001-02-02,0.104138048,6.64,1190.38,11.76
2001-02-03,0.0,5.75,1198.047,11.76
2001-02-04,1.168089565,5.37,1112.9,11.76
2001-02-05,1.477960093,5.42,1134.156,11.76
2001-02-06,4.677750782,4.33,1223.98,11.75
2001-02-07,5.057287335,3.16,1171.691,11.74
2001-02-08,6.014450618,3.12,1174.741,11.77
2001-02-09,3.28629352,4.5,1102.015,11.75
2001-02-10,3.153702768,4.72,1034.925,11.77
2001-02-11,7.802439155,5.09,1039.249,11.76
2001-02-12,1.125489044,4.4,1035.615,11.76
2001-02-13,4.073375994,3.91,1127.588,11.78
2001-02-14,4.294127017,4.98,1086.645,11.79
2001-02-15,0.048943488,6.74,1031.561,11.78
2001-02-16,0.342016685,7.54,1036.695,11.77
2001-02-17,0.0,7.2,1041.972,11.78
2001-02-18,0.049883168,5.82,995.943,11.78
2001-02-19,1.520895055,5.85,988.467,11.78
2001-02-20,1.538692525,6.58,1015.798,11.77
2001-02-21,2.06086569,5.27,1050.116,11.77
2001-02-22,4.73722322,3.64,1051.853,11.77
2001-02-23,9.674268785,4.81,1044.227,11.78
2001-02-24,0.558517033,5.25,900.605,11.77
2001-02-25,1.858992378,6.03,889.101,11.77
2001-02-26,0.712875431,6.71,940.834,11.76
2001-02-27,0.0,7.51,962.55,11.76
2001-02-28,0.0,7.42,978.225,11.74
2001-03-01,0.17940428,7.47,1041.62,11.73
2001-03-02,0.0,7.55,1044.396,11.73
2001-03-03,0.0,7.09,976.687,11.72
2001-03-04,0.0,6.65,963.916,11.71
2001-03-05,1.492552028,5.58,984.033,11.71
2001-03-06,12.0738056,3.68,1057.123,11.73
2001-03-07,2.506005103,4.28,1066.382,11.71
2001-03-08,14.53229498,2.85,1013.842,11.73
2001-03-09,8.182878279,4.58,1004.833,11.74
2001-03-10,1.584664013,6.22,960.294,11.73
2001-03-11,1.40126201,6.02,951.788,11.73
2001-03-12,2.887203948,5.44,889.023,11.72
2001-03-13,6.319293091,5.73,871.502,11.73
2001-03-14,0.052889879,5.54,972.224,11.73
2001-03-15,5.660356285,5.89,1030.307,11.74
2001-03-16,5.268035994,6.34,1051.089,11.73
2001-03-17,8.609947944,5.32,1037.631,11.74
2001-03-18,1.930882363,6.01,1002.076,11.74
2001-03-19,11.94780227,4.09,985.971,11.72
2001-03-20,8.635826186,5.42,1040.865,11.73
2001-03-21,0.709505285,6.51,1068.053,11.72
2001-03-22,3.138696673,5.15,1047.047,11.71
2001-03-23,5.319151963,4.68,1052.649,11.71
2001-03-24,8.562818527,3.8,1053.791,11.71
2001-03-25,1.131104708,4.05,1035.698,11.71
2001-03-26,8.081005577,4.44,1025.651,11.71
2001-03-27,13.50168673,2.7,1101.505,11.72
2001-03-28,13.34425621,3.52,1064.766,11.73
2001-03-29,7.931912942,3.6,1058.167,11.73
2001-03-30,11.98694566,3.09,1064.882,11.73
2001-03-31,12.88425601,4.48,1031.431,11.75
2001-04-01,6.621334722,3.15,1004.678,11.76
2001-04-02,2.668733887,4.89,963.553,11.76
2001-04-03,0.024665894,6.68,1027.083,11.76
2001-04-04,5.062547336,7.08,1048.912,11.75
2001-04-05,17.8459661,5.11,1005.423,11.75
2001-04-06,12.55595288,2.54,1063.276,11.76
2001-04-07,16.0629471,3.08,1064.952,11.76
2001-04-08,9.391822916,2.59,1017.583,11.78
2001-04-09,9.727020914,3.91,1017.209,11.79
2001-04-10,9.031941634,2.6,1055.812,11.8
2001-04-11,6.741758155,5.49,1057.765,11.81
2001-04-12,1.72212884,5.98,1088.584,11.82
2001-04-13,3.765002141,6.62,1033.382,11.82
2001-04-14,3.37924475,6.98,1010.612,11.82
2001-04-15,1.115233006,6.9,1017.68,11.81
2001-04-16,5.491732836,6.7,912.432,11.8
2001-04-17,2.33106023,6.64,986.874,11.81
2001-04-18,0.601625118,7.27,1054.412,11.81
2001-04-19,1.103435654,7.35,1052.553,11.8
2001-04-20,4.302201212,6.54,1062.18,11.79
2001-04-21,9.351543675,5.58,1068.484,11.79
2001-04-22,15.10393433,2.72,1007.527,11.81
2001-04-23,14.51168734,2.96,1018.977,11.82
2001-04-24,6.860057506,4.77,1046.961,11.83
2001-04-25,12.73254764,5.32,1095.75,11.85
2001-04-26,4.909948425,5.15,1097.926,11.84
2001-04-27,9.017942611,4.72,1128.581,11.83
2001-04-28,6.87152372,5.96,983.249,11.84
2001-04-29,5.001043156,6.22,943.505,11.84
2001-04-30,10.44593241,4.2,982.615,11.84
2001-05-01,4.821022113,5.23,1015.026,11.86
2001-05-02,7.815799731,5.58,1029.411,11.87
2001-05-03,0.515437215,5.8,1090.85,11.85
2001-05-04,6.338736332,4.89,1103.747,11.84
2001-05-05,18.48501163,3.52,1029.286,11.86
2001-05-06,6.885950302,3.77,988.991,11.87
2001-05-07,4.244767015,3.73,989.852,11.87
2001-05-08,4.71242394,5.12,1053.545,11.87
2001-05-09,1.434690323,6.92,1068.984,11.87
2001-05-10,1.685914405,6.84,1086.294,11.87
2001-05-11,2.821601848,7.04,1071.095,11.86
2001-05-12,1.788543898,6.87,1076.614,11.86
2001-05-13,2.356646405,6.2,999.04,11.86
2001-05-14,4.81479479,4.82,1004.127,11.87
2001-05-15,3.218810942,5.06,1065.961,11.86
2001-05-16,8.490570072,4.38,1075.257,11.86
2001-05-17,8.323989826,3.6,1125.306,11.87
2001-05-18,11.91193908,4.35,1136.504,11.89
2001-05-19,9.53142831,5.3,1087.552,11.89
2001-05-20,0.787715325,5.43,1015.905,11.88
2001-05-21,3.285882537,4.69,1019.867,11.87
2001-05-22,2.383858275,4.25,1175.248,11.88
2001-05-23,0.267813663,4.49,1176.742,11.89
2001-05-24,14.61991825,4.04,1175.997,11.89
2001-05-25,4.442901346,4.15,1180.351,11.88
2001-05-26,2.124819086,4.16,1159.312,11.88
2001-05-27,17.62928946,4.04,1082.5,11.88
2001-05-28,20.73155548,3.78,1070.083,11.88
2001-05-29,3.708908193,4.77,1121.066,11.9
2001-05-30,1.17370285,4.78,1130.478,11.89
2001-05-31,1.286339913,3.76,1080.426,11.89
2001-06-01,1.27007545,3.18,1081.071,11.88
2001-06-02,0.793502299,3.46,1088.226,11.87
2001-06-03,5.362873439,1.8,1048.821,11.87
2001-06-04,2.983625196,3.76,986.838,11.88
2001-06-05,1.742997704,4.29,1066.225,11.88
2001-06-06,2.258474644,4.45,1022.264,11.89
2001-06-07,4.71473394,4.94,1108.362,11.89
2001-06-08,3.367110793,4.36,1015.395,11.88
2001-06-09,8.80161929,3.41,1069.87,11.88
2001-06-10,6.918495604,2.8,1007.899,11.89
2001-06-11,4.122054913,2.99,1034.62,11.89
2001-06-12,1.656761723,3.31,1106.984,11.89
2001-06-13,0.591824491,3.85,1073.734,11.89
2001-06-14,0.95415497,4.21,1093.094,11.88
2001-06-15,0.931121143,3.75,1156.461,11.88
2001-06-16,0.866279854,3.52,1034.075,11.88
2001-06-17,2.678747231,3.06,951.488,11.87
2001-06-18,0.903337721,2.63,938.923,11.86
2001-06-19,2.103846122,2.62,1080.909,11.86
2001-06-20,2.950512687,2.81,1127.875,11.86
2001-06-21,2.406257298,2.71,1133.629,11.85
2001-06-22,0.438377728,2.9,1124.329,11.85
2001-06-23,0.298769975,2.62,1017.709,11.85
2001-06-24,0.058964664,2.57,992.85,11.85
2001-06-25,0.468566619,2.77,1026.447,11.83
2001-06-26,5.567703549,1.99,1048.496,11.83
2001-06-27,4.399929008,2.14,1068.486,11.83
2001-06-28,3.375764808,2.47,1115.072,11.83
2001-06-29,2.857703359,2.02,1114.76,11.82
2001-06-30,0.639874576,1.94,1066.471,11.82
2001-07-01,0.345453155,2.04,1008.598,11.82
2001-07-02,0.348716189,2.05,1025.519,11.82
2001-07-03,0.003580572,2.27,1061.947,11.82
2001-07-04,0.107572362,1.91,1097.24,11.81
2001-07-05,0.282427776,1.9,1091.608,11.8
2001-07-06,0.807586072,1.89,1163.564,11.79
2001-07-07,0.073208722,2.05,1100.369,11.8
2001-07-08,0.008439768,2.25,1072.923,11.79
2001-07-09,0.0,2.02,1102.801,11.78
2001-07-10,0.091005728,1.81,1158.149,11.76
2001-07-11,0.228125783,1.69,1216.178,11.76
2001-07-12,1.887790775,1.46,1183.085,11.76
2001-07-13,1.116722001,1.73,1245.941,11.75
2001-07-14,4.685459684,1.81,1132.69,11.75
2001-07-15,2.656448264,1.96,1077.579,11.74
2001-07-16,0.0,2.04,1125.495,11.74
2001-07-17,2.160407007,1.46,1189.222,11.73
2001-07-18,4.170576315,1.37,1216.418,11.73
2001-07-19,4.578271683,2.2,1199.773,11.73
2001-07-20,2.472550408,3.4,1175.848,11.74
2001-07-21,2.090392685,4.01,1119.589,11.74
2001-07-22,1.272612291,4.41,1093.865,11.74
2001-07-23,10.66489347,5.1,1109.204,11.75
2001-07-24,2.712559519,5.3,1204.376,11.75
2001-07-25,1.322315362,5.95,1201.029,11.74
2001-07-26,7.533164287,5.83,1223.598,11.74
2001-07-27,0.536629418,4.79,1208.269,11.75
2001-07-28,4.340037159,4.27,1094.279,11.75
2001-07-29,1.901770541,4.14,1085.437,11.76
2001-07-30,1.934263909,3.68,1140.811,11.75
2001-07-31,0.242171959,3.81,1163.986,11.75
2001-08-01,0.0,3.54,1117.522,11.79
2001-08-02,0.0,3.2,1140.147,11.76
2001-08-03,0.268802125,2.38,1182.839,11.74
2001-08-04,0.113453284,2.04,1148.9,11.72
2001-08-05,0.025596605,2.14,1097.363,11.72
2001-08-06,0.144129143,2.14,1042.984,11.71
2001-08-07,0.101056591,1.96,1158.245,11.69
2001-08-08,0.779997853,1.89,1229.215,11.67
2001-08-09,1.556996156,2.09,1196.713,11.66
2001-08-10,4.644375441,2.26,1168.933,11.67
2001-08-11,1.235647334,2.48,1117.034,11.68
2001-08-12,5.440291627,2.98,1083.933,11.67
2001-08-13,1.103564585,4.34,1030.376,11.69
2001-08-14,3.278322684,4.91,1111.571,11.69
2001-08-15,2.799768831,4.61,1145.451,11.69
2001-08-16,4.153086337,3.78,1125.581,11.68
2001-08-17,1.695147444,4.38,1081.774,11.71
2001-08-18,2.022076371,4.17,1059.677,11.69
2001-08-19,4.04894051,4.99,1057.342,11.69
2001-08-20,2.370198562,5.52,1041.365,11.67
2001-08-21,0.0,5.39,1077.241,11.69
2001-08-22,0.319938112,4.93,1108.319,11.68
2001-08-23,0.663837113,3.62,1189.892,11.68
2001-08-24,1.219586982,3.2,1187.785,11.68
2001-08-25,1.192706427,2.82,1144.829,11.69
2001-08-26,1.674351401,3.16,1086.807,11.66
2001-08-27,1.794879051,3.3,1071.219,11.66
2001-08-28,0.413521653,3.12,1138.938,11.64
2001-08-29,0.472247805,3.02,1140.825,11.64
2001-08-30,1.188904215,2.72,1185.341,11.65
2001-08-31,3.879846034,2.88,1198.528,11.66
2001-09-01,1.463888381,3.03,1151.085,11.67
2001-09-02,0.442094365,3.04,1050.826,11.64
2001-09-03,1.799872544,2.4,1019.592,11.63
2001-09-04,5.812454391,2.2,1092.22,11.65
2001-09-05,0.571119697,3.8,1093.353,11.64
2001-09-06,1.665016024,4.18,1116.322,11.65
2001-09-07,7.049484214,4.43,1088.054,11.62
2001-09-08,0.483218499,5.22,1079.357,11.63
2001-09-09,2.431775063,5.25,1072.791,11.61
2001-09-10,0.201467735,5.32,1059.669,11.61
2001-09-11,0.606613399,6.2,1127.522,11.63
2001-09-12,3.256038457,5.08,1113.548,11.65
2001-09-13,6.223667993,4.1,1072.568,11.65
2001-09-14,0.0,5.02,1087.463,11.64
2001-09-15,5.212433634,5.3,1077.341,11.61
2001-09-16,5.744978741,4.71,1062.453,11.64
2001-09-17,0.764147348,4.87,1066.221,11.65
2001-09-18,3.353621164,4.82,1097.997,11.66
2001-09-19,0.917581981,4.77,1083.793,11.66
2001-09-20,6.147306264,4.33,1109.795,11.65
2001-09-21,3.257318491,3.42,1109.341,11.65
2001-09-22,9.354316426,3.01,1065.375,11.64
2001-09-23,1.058201528,4.33,1008.977,11.63
2001-09-24,0.963156379,5.17,999.751,11.64
2001-09-25,8.881907411,4.61,1061.328,11.65
2001-09-26,0.675694388,4.31,1121.184,11.65
2001-09-27,0.831323219,4.69,1160.304,11.65
2001-09-28,1.953895975,5.07,1114.855,11.67
2001-09-29,1.097109398,4.97,1088.045,11.68
2001-09-30,1.236425095,5.46,1057.132,11.69
2001-10-01,1.199144427,6.19,1083.88,11.65
2001-10-02,4.689846835,5.56,1150.69,11.65
2001-10-03,12.77946355,4.5,1160.476,11.65
2001-10-04,2.660935821,4.1,1180.076,11.66
2001-10-05,3.002233741,5.06,1176.547,11.66
2001-10-06,4.656672796,5.81,1160.386,11.65
2001-10-07,0.921217051,4.69,1115.164,11.66
2001-10-08,7.032697332,3.35,1119.317,11.66
2001-10-09,4.577073078,3.21,1128.674,11.66
2001-10-10,4.775463312,5.87,1164.038,11.68
2001-10-11,0.635049495,6.64,1186.585,11.67
2001-10-12,5.048436955,6.08,1165.465,11.67
2001-10-13,4.905389505,5.41,1123.776,11.68
2001-10-14,0.338162719,6.57,1063.715,11.68
2001-10-15,0.440205811,7.27,878.245,11.65
2001-10-16,4.346039062,6.47,1050.726,11.62
2001-10-17,1.505670485,6.46,1126.214,11.64
2001-10-18,9.182830235,6.11,1184.882,11.66
2001-10-19,6.012131081,5.22,1190.241,11.65
2001-10-20,1.624090578,5.35,1072.658,11.65
2001-10-21,1.042390581,6.21,1043.822,11.65
2001-10-22,0.04071274,6.56,1097.784,11.65
2001-10-23,3.06552405,5.8,1126.01,11.65
2001-10-24,2.386884981,4.98,1124.087,11.63
2001-10-25,4.951157331,3.67,1130.291,11.64
2001-10-26,13.15149913,2.52,1185.971,11.64
2001-10-27,4.528215373,3.65,1224.963,11.64
2001-10-28,3.535323467,4.15,1128.962,11.63
2001-10-29,9.337821769,2.7,1082.644,11.63
2001-10-30,8.839464679,1.87,1133.449,11.63
2001-10-31,12.43641606,2.5,1170.57,11.65
2001-11-01,7.326760897,2.04,1187.018,11.68
2001-11-02,5.485034295,4.02,1168.048,11.69
2001-11-03,4.000534805,4.52,1163.944,11.69
2001-11-04,15.38863738,2.35,1122.571,11.7
2001-11-05,10.10728066,3.35,1064.439,11.68
2001-11-06,0.895666852,4.5,1113.69,11.71
2001-11-07,0.016570334,5.77,1165.795,11.71
2001-11-08,0.584339941,6.4,1144.493,11.71
2001-11-09,4.289597955,5.31,1127.674,11.7
2001-11-10,2.931439839,5.28,998.941,11.7
2001-11-11,5.125062015,4.74,892.489,11.7
2001-11-12,6.778993437,3.16,1002.382,11.7
2001-11-13,8.681603195,2.8,1097.311,11.71
2001-11-14,6.522019356,2.02,1123.618,11.71
2001-11-15,12.86767559,2.63,1155.859,11.72
2001-11-16,9.195939657,2.89,1186.7,11.73
2001-11-17,3.082645306,3.6,1113.716,11.74
2001-11-18,4.616338614,3.87,1042.435,11.75
2001-11-19,7.447021811,3.43,1060.737,11.74
2001-11-20,5.858638714,4.79,1112.345,11.75
2001-11-21,1.497110947,5.53,1141.569,11.75
2001-11-22,3.911139643,5.83,1193.232,11.75
2001-11-23,4.17722463,5.33,1185.255,11.75
2001-11-24,2.325153873,5.94,1129.169,11.76
2001-11-25,1.867276265,6.91,1054.11,11.76
2001-11-26,1.427837611,5.93,1061.864,11.76
2001-11-27,0.055544445,6.94,1145.456,11.75
2001-11-28,0.297492274,6.76,1150.254,11.74
2001-11-29,0.036442459,5.84,1159.098,11.74
2001-11-30,3.142608385,5.22,1147.105,11.73
2001-12-01,5.13041459,3.74,1132.8,11.74
2001-12-02,4.285171872,4.4,1029.416,11.74
2001-12-03,6.536562779,3.22,1028.359,11.75
2001-12-04,6.154128486,2.9,1112.034,11.75
2001-12-05,5.514409687,3.07,1139.99,11.76
2001-12-06,2.945583944,3.28,1159.217,11.75
2001-12-07,5.315827717,3.48,1201.635,11.73
2001-12-08,3.117405677,3.59,1101.99,11.75
2001-12-09,2.141016767,4.99,1037.956,11.75
2001-12-10,1.143886464,6.05,1036.792,11.76
2001-12-11,1.269151296,6.21,1081.048,11.76
2001-12-12,0.598033704,6.35,1103.742,11.76
2001-12-13,9.029545475,5.59,1108.078,11.76
2001-12-14,1.11754557,6.06,1111.584,11.76
2001-12-15,1.387504789,5.15,1078.597,11.76
2001-12-16,0.187792779,6.36,1045.543,11.74
2001-12-17,0.0,6.42,1018.171,11.75
2001-12-18,0.346016637,5.88,1090.023,11.75
2001-12-19,1.795858251,5.05,1104.98,11.73
2001-12-20,2.856079678,4.01,1106.703,11.75
2001-12-21,3.888974443,4.58,1111.217,11.74
2001-12-22,3.339928456,4.62,1056.306,11.73
2001-12-23,1.932140511,5.31,1032.737,11.74
2001-12-24,2.528875434,5.58,1013.524,11.76
2001-12-25,0.998282708,5.46,1010.104,11.73
2001-12-26,6.913834656,5.17,922.749,11.76
2001-12-27,0.361238443,5.54,907.103,11.75
2001-12-28,2.890692326,4.73,983.51,11.75
2001-12-29,8.853067266,4.18,1035.741,11.75
2001-12-30,0.303753546,5.93,1008.019,11.74
2001-12-31,5.028685404,5.11,947.285,11.73
2002-01-01,2.494844304,4.37,1058.584,11.73
2002-01-02,12.55183342,3.85,1004.292,11.72
2002-01-03,10.12858603,2.98,1147.179,11.72
2002-01-04,15.52470768,2.77,1178.826,11.75
2002-01-05,6.443738538,3.36,1126.729,11.75
2002-01-06,7.055473741,2.62,1075.58,11.76
2002-01-07,1.508857587,4.89,1066.33,11.77
2002-01-08,0.778517095,5.22,1116.453,11.77
2002-01-09,0.4722446,6.33,1110.505,11.77
2002-01-10,1.01173646,6.41,1163.868,11.76
2002-01-11,4.451045556,3.8,1220.184,11.75
2002-01-12,3.680039724,3.29,1180.754,11.75
2002-01-13,2.977419763,4.21,1134.794,11.77
2002-01-14,2.882923489,3.87,1130.366,11.77
2002-01-15,3.962186788,2.43,1190.466,11.78
2002-01-16,6.077673878,4.04,1209.285,11.77
2002-01-17,3.072608181,5.38,1187.9,11.77
2002-01-18,3.610120533,5.19,1243.141,11.76
2002-01-19,1.831613475,4.67,1258.894,11.77
2002-01-20,6.223119637,4.88,1168.981,11.76
2002-01-21,2.080352481,4.95,1181.368,11.77
2002-01-22,6.950179102,3.58,1245.126,11.78
2002-01-23,6.855430049,3.46,1253.773,11.78
2002-01-24,1.369275184,5.52,1260.711,11.78
2002-01-25,4.711340237,3.99,1254.184,11.78
2002-01-26,3.031277476,4.14,1212.077,11.79
2002-01-27,4.844061972,4.76,1146.782,11.8
2002-01-28,0.396399975,6.28,1110.297,11.79
2002-01-29,2.031667981,5.68,1185.189,11.78
2002-01-30,1.364242015,5.44,1237.888,11.78
2002-01-31,0.299048716,5.44,1252.876,11.78
2002-02-01,0.510637599,6.04,1225.872,11.77
2002-02-02,0.023764424,7.13,1176.948,11.77
2002-02-03,0.0,6.99,1191.329,11.76
2002-02-04,0.02912489,6.53,1166.484,11.76
2002-02-05,0.009001266,6.42,1254.059,11.76
2002-02-06,0.354582168,5.97,1302.038,11.75
2002-02-07,1.039756099,5.69,1342.509,11.75
2002-02-08,2.03008074,6.21,1372.665,11.75
2002-02-09,0.22151365,5.99,1267.141,11.75
2002-02-10,2.770622972,5.46,1172.144,11.74
2002-02-11,0.757794128,3.96,1199.992,11.74
2002-02-12,3.894834415,5.9,1247.848,11.74
2002-02-13,9.055270588,3.57,1285.212,11.74
2002-02-14,9.269325521,3.05,1308.569,11.74
2002-02-15,1.933935529,5.28,1261.043,11.75
2002-02-16,4.924848747,5.63,1256.103,11.75
2002-02-17,1.101353076,4.35,1173.16,11.75
2002-02-18,1.672635676,6.16,1205.752,11.74
2002-02-19,4.534769963,5.99,1291.463,11.74
2002-02-20,2.140415391,6.56,1264.593,11.74
2002-02-21,0.0,7.81,1260.36,11.73
2002-02-22,0.0,8.11,1247.373,11.72
2002-02-23,0.0,8.12,1244.252,11.72
2002-02-24,0.0,7.38,1190.356,11.72
2002-02-25,0.0,6.93,1224.163,11.72
2002-02-26,0.005649157,6.07,1281.397,11.71
2002-02-27,0.840897342,5.62,1255.892,11.7
2002-02-28,9.090455852,3.25,1265.084,11.7
2002-03-01,12.25335312,3.25,1228.087,11.71
2002-03-02,1.018964357,4.21,1153.795,11.73
2002-03-03,25.27539044,2.36,1114.994,11.73
2002-03-04,2.066381464,3.86,1088.698,11.73
2002-03-05,6.753395598,4.51,1171.775,11.72
2002-03-06,19.79966552,4.44,1161.555,11.73
2002-03-07,13.05583182,4.11,1136.521,11.74
2002-03-08,1.240545232,5.54,1080.391,11.73
2002-03-09,8.866458084,6.03,1064.165,11.73
2002-03-10,27.87056354,3.0,1063.64,11.74
2002-03-11,1.970901243,3.13,1065.461,11.74
2002-03-12,10.09444182,4.15,1085.137,11.75
2002-03-13,9.133690012,5.58,1133.091,11.76
2002-03-14,12.02402143,3.5,1133.304,11.77
2002-03-15,2.56989097,5.1,1175.731,11.78
2002-03-16,3.543621715,6.35,1099.378,11.77
2002-03-17,0.173075616,7.0,1010.124,11.77
2002-03-18,5.259590653,5.81,1055.415,11.77
2002-03-19,1.560945135,4.97,1123.976,11.77
2002-03-20,12.39687248,3.68,1130.565,11.78
2002-03-21,10.34235476,4.35,1134.511,11.79
2002-03-22,3.042620351,5.15,1128.103,11.8
2002-03-23,0.06687124,6.6,1085.484,11.8
2002-03-24,1.660743276,6.01,1031.53,11.8
2002-03-25,2.939415176,5.33,1049.991,11.8
2002-03-26,6.665455041,5.25,1130.752,11.81
2002-03-27,9.734050568,4.66,1153.303,11.82
2002-03-28,1.216615444,4.71,1123.352,11.82
2002-03-29,3.617257728,5.79,1121.767,11.82
2002-03-30,7.590730432,4.37,1087.075,11.82
2002-03-31,3.8538637,5.04,1031.879,11.82
2002-04-01,10.93176433,5.73,934.222,11.83
2002-04-02,15.0261555,5.21,992.049,11.83
2002-04-03,7.528474514,4.88,1083.371,11.85
2002-04-04,6.195251861,6.05,1065.992,11.86
2002-04-05,10.53413185,3.99,1174.613,11.85
2002-04-06,8.952223803,4.69,1081.263,11.85
2002-04-07,0.670811563,6.44,1066.283,11.85
2002-04-08,2.381964944,7.85,1094.706,11.85
2002-04-09,0.0,8.04,1191.08,11.84
2002-04-10,0.117471914,7.24,1231.691,11.83
2002-04-11,7.215912521,6.49,1291.551,11.82
2002-04-12,24.820727,4.56,1334.065,11.84
2002-04-13,25.52187414,3.28,1253.362,11.85
2002-04-14,4.074952689,5.15,1153.793,11.86
2002-04-15,18.31348308,4.51,1168.495,11.86
2002-04-16,0.582848508,5.17,1278.332,11.87
2002-04-17,10.73505922,5.47,1325.971,11.86
2002-04-18,20.63777893,2.63,1302.218,11.88
2002-04-19,24.22323872,1.61,1305.76,11.88
2002-04-20,15.02238865,3.02,1248.6,11.9
2002-04-21,14.02879559,4.07,1146.278,11.91
2002-04-22,18.53839813,3.9,1109.354,11.92
2002-04-23,25.96453703,4.36,1180.289,11.93
2002-04-24,4.3854114,5.58,1256.106,11.94
2002-04-25,5.736366625,5.39,1305.48,11.96
2002-04-26,2.075894062,5.0,1306.893,11.97
2002-04-27,2.077750004,5.5,1290.864,11.97
2002-04-28,7.249362676,2.77,1150.012,11.97
2002-04-29,11.20724441,1.94,1130.328,11.98
2002-04-30,18.94268077,0.39,1197.369,12.01
2002-05-01,15.44105895,2.42,1145.633,12.04
2002-05-02,12.18456046,4.94,1085.951,12.05
2002-05-03,33.58621068,0.79,1131.826,12.07
2002-05-04,20.88126586,1.33,1111.253,12.08
2002-05-05,15.29964517,4.16,1019.376,12.1
2002-05-06,3.111816057,4.4,1064.571,12.12
2002-05-07,6.097650319,3.51,1141.207,12.13
2002-05-08,7.88273232,2.24,1158.23,12.15
2002-05-09,0.457884504,5.14,1148.452,12.16
2002-05-10,1.173782052,6.28,1143.756,12.18
2002-05-11,0.189748591,6.49,1125.754,12.17
2002-05-12,0.108477088,6.28,1076.505,12.16
2002-05-13,0.232790578,6.07,1074.245,12.16
2002-05-14,0.917441061,5.79,1112.865,12.17
2002-05-15,4.786391826,5.43,1130.193,12.18
2002-05-16,1.461062843,5.88,1120.438,12.18
2002-05-17,0.596778374,5.86,1122.699,12.19
2002-05-18,1.817038976,6.04,1079.038,12.19
2002-05-19,0.96113643,6.67,1040.059,12.19
2002-05-20,0.137508698,5.93,1064.552,12.18
2002-05-21,0.296923355,5.4,1096.21,12.17
2002-05-22,1.672302245,5.44,1091.896,12.17
2002-05-23,0.763673986,4.93,1124.88,12.15
2002-05-24,0.028907807,5.03,1127.911,12.14
2002-05-25,0.371565549,4.85,1093.335,12.14
2002-05-26,0.147653294,4.78,1056.152,12.14
2002-05-27,1.954300094,4.48,1065.846,12.14
2002-05-28,19.57299095,4.0,1149.88,12.14
2002-05-29,0.282149045,3.91,1163.04,12.13
2002-05-30,1.573904657,3.67,1137.218,12.14
2002-05-31,0.260551607,3.51,1135.572,12.13
2002-06-01,0.546980676,3.42,1106.086,12.13
2002-06-02,0.080484134,3.18,1062.021,12.13
2002-06-03,0.238594982,2.98,1048.336,12.13
2002-06-04,1.745105247,2.77,1078.501,12.13
2002-06-05,0.157437702,2.62,1128.877,12.12
2002-06-06,3.567023488,2.37,1150.448,12.12
2002-06-07,1.428719351,2.35,1167.986,12.12
2002-06-08,1.874308813,2.28,1117.374,12.1
2002-06-09,3.085507735,2.28,1046.659,12.1
2002-06-10,0.998052522,2.27,1072.174,12.1
2002-06-11,5.629994896,1.93,1152.719,12.09
2002-06-12,1.083233639,1.91,1157.477,12.09
2002-06-13,1.223396305,2.03,1153.283,12.08
2002-06-14,5.036364055,1.97,1131.048,12.08
2002-06-15,0.024274394,2.11,1113.17,12.08
2002-06-16,0.004307892,1.87,1085.443,12.07
2002-06-17,3.752117801,1.63,1089.632,12.06
2002-06-18,1.145119537,1.67,1130.323,12.05
2002-06-19,0.833518291,1.48,1155.675,12.06
2002-06-20,0.120559566,1.47,1178.42,12.05
2002-06-21,0.16045647,1.4,1211.151,12.04
2002-06-22,0.088652064,1.47,1146.866,12.03
2002-06-23,0.012077898,1.64,1111.039,12.02
2002-06-24,0.002227848,1.39,1115.028,12.02
