,rainfall_mm,evap_mm,outflow_m3s,lake_level_m
2011-08-02,0.59272777,6.99,932.62,11.12
2011-08-03,0.133490995,6.03,953.633,11.1
2011-08-04,0.525562427,5.55,948.363,11.1
2011-08-05,0.009803132,5.71,953.095,11.07
2011-08-06,0.328295006,4.76,952.544,11.07
2011-08-07,4.057194677,3.8,982.292,11.07
2011-08-08,1.479158817,3.45,929.48,11.07
2011-08-09,4.018806079,2.98,934.534,11.07
2011-08-10,2.483071993,3.12,1035.476,11.07
2011-08-11,12.65272828,1.6,1047.572,11.06
2011-08-12,1.398507258,4.54,1001.028,11.1
2011-08-13,16.65290245,1.71,997.643,11.09
2011-08-14,2.786708729,4.4,936.559,11.06
2011-08-15,21.95742295,2.44,958.825,11.06
2011-08-16,7.450730127,3.46,991.612,11.09
2011-08-17,5.198869715,3.14,911.644,11.09
2011-08-18,5.163849909,4.9,917.79,11.07
2011-08-19,1.715606663,4.49,921.369,11.04
2011-08-20,0.374983787,5.79,945.168,11.04
2011-08-21,1.463685446,5.25,897.051,11.09
2011-08-22,3.792185932,4.0,961.162,11.11
2011-08-23,0.033736971,6.04,919.184,11.1
2011-08-24,0.090334803,6.69,930.181,11.06
2011-08-25,4.743873459,4.3,944.997,11.08
2011-08-26,1.282252069,4.11,948.823,11.14
2011-08-27,2.104706892,5.57,994.832,11.13
2011-08-28,9.328591843,2.41,910.219,11.12
2011-08-29,2.508920287,3.08,1177.142,11.12
2011-08-30,0.650152338,6.14,1024.694,11.12
2011-08-31,2.30203299,6.75,976.945,11.12
2011-09-01,4.193736823,5.37,972.62,11.11
2011-09-02,6.067005553,3.56,922.075,11.1
2011-09-03,3.740490501,4.4,923.773,11.1
2011-09-04,1.916284634,4.87,952.311,11.11
2011-09-05,11.60364648,2.98,961.379,11.11
2011-09-06,3.411623807,2.83,937.823,11.11
2011-09-07,3.713009441,4.18,955.088,11.12
2011-09-08,6.463460041,3.96,946.584,11.12
2011-09-09,4.050200443,5.5,899.277,11.13
2011-09-10,6.159215918,4.39,884.56,11.12
2011-09-11,0.487044521,6.12,870.726,11.12
2011-09-12,4.419361878,5.98,939.036,11.12
2011-09-13,0.611654161,5.51,844.594,11.12
2011-09-14,6.622240888,5.5,679.478,11.13
2011-09-15,4.069524842,4.0,698.954,11.14
2011-09-16,3.124595686,3.21,709.4,11.16
2011-09-17,9.51236551,2.48,717.136,11.17
2011-09-18,6.215936314,3.17,721.593,11.18
2011-09-19,2.320514979,4.42,724.287,11.18
2011-09-20,0.0,5.62,879.565,11.17
2011-09-21,1.622922327,5.79,995.627,11.19
2011-09-22,7.06497711,5.35,995.776,11.23
2011-09-23,0.39224949,6.34,1005.053,11.21
2011-09-24,4.76358731,5.51,981.654,11.21
2011-09-25,0.758215288,6.42,935.336,11.23
2011-09-26,0.600289251,7.17,945.965,11.22
2011-09-27,7.151014875,4.59,1011.58,11.21
2011-09-28,1.036397578,4.72,936.095,11.21
2011-09-29,7.810893484,3.84,908.377,11.21
2011-09-30,5.076892548,2.71,961.993,11.2
2011-10-01,2.465155146,2.44,937.541,11.19
2011-10-02,2.386037924,4.54,897.266,11.19
2011-10-03,2.048234563,3.76,921.89,11.19
2011-10-04,3.987351135,3.59,970.396,11.2
2011-10-05,1.035901916,4.28,968.391,11.21
2011-10-06,4.967247783,3.37,990.204,11.21
2011-10-07,10.67567646,5.53,999.269,11.21
2011-10-08,3.300072,7.81,1000.373,11.2
2011-10-09,1.492434512,7.67,989.316,11.2
2011-10-10,0.674150158,7.58,973.152,11.18
2011-10-11,0.481661621,7.75,957.098,11.19
2011-10-12,2.417207149,6.06,981.129,11.19
2011-10-13,11.2944881,4.95,999.663,11.18
2011-10-14,25.25236622,1.55,1011.167,11.23
2011-10-15,4.586020608,2.85,1054.401,11.23
2011-10-16,2.911190931,5.08,955.378,11.22
2011-10-17,1.10872606,5.51,982.211,11.21
2011-10-18,8.615539713,4.46,947.86,11.2
2011-10-19,11.51919646,2.49,924.568,11.23
2011-10-20,3.624065197,4.68,997.133,11.24
2011-10-21,1.060474782,6.34,998.256,11.23
2011-10-22,3.245150656,6.74,968.503,11.21
2011-10-23,3.996231073,5.69,998.68,11.23
2011-10-24,11.92244706,3.72,1004.551,11.22
2011-10-25,0.614015503,5.97,1104.433,11.22
2011-10-26,6.772836109,4.46,1065.066,11.22
2011-10-27,23.80554904,1.39,1069.751,11.21
2011-10-28,6.13657271,1.93,1100.831,11.2
2011-10-29,2.203090889,4.33,1070.643,11.23
2011-10-30,2.850450991,5.68,972.583,11.18
2011-10-31,1.257068486,5.47,1008.566,11.17
2011-11-01,3.014124602,5.03,994.255,11.16
2011-11-02,1.318066168,4.91,1015.754,11.18
2011-11-03,4.79486122,4.16,951.795,11.19
2011-11-04,10.02984043,3.71,1082.321,11.19
2011-11-05,5.909913662,3.12,999.776,11.19
2011-11-06,14.0282384,3.88,960.34,11.23
2011-11-07,5.600329268,4.85,971.836,11.24
2011-11-08,5.477107618,3.87,955.553,11.25
2011-11-09,14.35555464,1.3,947.169,11.24
2011-11-10,4.362953686,4.75,960.607,11.24
2011-11-11,10.23810141,4.58,942.781,11.23
2011-11-12,5.824540397,4.85,946.421,11.23
2011-11-13,4.477898566,5.26,809.448,11.24
2011-11-14,10.50500312,2.85,879.274,11.25
2011-11-15,5.986688752,3.16,948.244,11.27
2011-11-16,11.25580824,2.46,931.869,11.28
2011-11-17,1.729025262,3.57,915.927,11.3
2011-11-18,4.377706239,4.56,913.668,11.31
2011-11-19,8.491905799,3.29,923.356,11.32
2011-11-20,9.405533378,1.83,916.104,11.32
2011-11-21,3.318099942,3.5,918.133,11.31
2011-11-22,3.203065371,5.05,953.978,11.31
2011-11-23,10.90075551,3.94,984.157,11.3
2011-11-24,18.70384247,2.38,1013.653,11.29
2011-11-25,13.2327709,1.1,1035.9,11.33
2011-11-26,5.53894837,3.57,1051.262,11.38
2011-11-27,9.312119317,5.3,1068.9,11.35
2011-11-28,19.52165511,3.68,1056.922,11.38
2011-11-29,24.55268353,2.78,1050.682,11.36
2011-11-30,25.8498973,2.39,1042.84,11.36
2011-12-01,1.7849061,3.17,1027.277,11.36
2011-12-02,0.357773142,5.32,978.582,11.39
2011-12-03,3.695037189,4.42,925.868,11.4
2011-12-04,8.884503711,1.45,961.795,11.39
2011-12-05,4.505389452,2.81,949.888,11.41
2011-12-06,11.74706505,2.2,944.958,11.43
2011-12-07,0.385825897,5.34,946.798,11.43
2011-12-08,0.749048843,4.5,970.226,11.44
2011-12-09,0.856973171,4.75,957.009,11.44
2011-12-10,2.946811616,4.62,952.928,11.44
2011-12-11,1.241285618,4.42,930.362,11.44
2011-12-12,2.585013309,4.6,947.094,11.45
2011-12-13,5.655947898,4.03,980.582,11.46
2011-12-14,14.0520459,2.06,968.942,11.47
2011-12-15,1.453853069,4.79,965.09,11.48
2011-12-16,4.42738534,4.18,983.498,11.48
2011-12-17,6.222421194,3.43,999.266,11.48
2011-12-18,4.801479646,3.5,972.137,11.54
2011-12-19,4.404150978,4.64,942.131,11.55
2011-12-20,1.535831871,3.77,947.408,11.5
2011-12-21,3.637168855,4.56,961.287,11.51
2011-12-22,7.573500663,3.42,968.695,11.5
2011-12-23,10.5797062,3.73,971.136,11.51
2011-12-24,6.634575784,4.73,981.586,11.51
2011-12-25,2.03328706,5.62,878.599,11.53
2011-12-26,0.396410084,5.82,836.224,11.54
2011-12-27,1.07887922,4.1,850.321,11.54
2011-12-28,1.105209927,5.26,1026.13,11.54
2011-12-29,1.004712029,5.13,1082.265,11.54
2011-12-30,2.649608372,4.21,1074.068,11.51
2011-12-31,0.13068675,4.32,1089.884,11.5
2012-01-01,0.008749898,6.43,1058.604,11.49
2012-01-02,0.0,6.85,963.529,11.48
2012-01-03,0.0,6.91,950.039,11.48
2012-01-04,0.000326016,6.25,982.035,11.48
2012-01-05,0.059406463,5.1,985.247,11.49
2012-01-06,1.247465843,5.13,965.432,11.49
2012-01-07,3.603836235,5.22,971.689,11.5
2012-01-08,0.171000894,5.55,959.116,11.49
2012-01-09,0.8956137,5.09,927.832,11.49
2012-01-10,0.504142848,5.69,942.924,11.51
2012-01-11,3.386360224,5.14,951.94,11.51
2012-01-12,1.26384501,5.3,934.924,11.51
2012-01-13,5.535191229,5.11,955.699,11.47
2012-01-14,0.042095675,6.34,968.695,11.5
2012-01-15,1.472011961,4.63,915.661,11.48
2012-01-16,0.769616493,4.79,961.451,11.45
2012-01-17,0.251322202,5.87,977.975,11.46
2012-01-18,0.584810769,5.2,956.752,11.45
2012-01-19,1.199522718,4.48,965.539,11.44
2012-01-20,4.737154167,4.6,978.15,11.43
2012-01-21,2.668464742,5.91,969.36,11.42
2012-01-22,0.070665703,6.26,966.932,11.43
2012-01-23,0.156517281,5.63,994.242,11.43
2012-01-24,0.127682334,5.58,1018.158,11.42
2012-01-25,0.00914158,5.6,1009.263,11.42
2012-01-26,0.311106107,5.33,995.048,11.41
2012-01-27,0.141949178,4.94,1004.878,11.41
2012-01-28,0.274196329,5.02,961.794,11.42
2012-01-29,0.056834243,4.68,928.513,11.42
2012-01-30,0.189601591,4.15,938.212,11.4
2012-01-31,0.003632532,4.09,951.137,11.4
2012-02-01,0.16964509,4.31,830.867,11.4
2012-02-02,0.0,4.24,939.937,11.41
2012-02-03,0.054003771,3.83,945.191,11.41
2012-02-04,0.0,3.76,937.478,11.4
2012-02-05,0.0,3.6,934.932,11.38
2012-02-06,0.018092366,3.18,987.485,11.39
2012-02-07,0.003747022,2.7,996.808,11.39
2012-02-08,0.816122842,2.24,1017.146,11.39
2012-02-09,0.118298225,2.48,1018.417,11.36
2012-02-10,0.0,2.19,1028.595,11.37
2012-02-11,0.130587941,1.91,1036.614,11.36
2012-02-12,1.951773328,1.72,1013.974,11.36
2012-02-13,2.211840066,2.5,1055.747,11.36
2012-02-14,0.011619125,4.06,1002.027,11.35
2012-02-15,0.625589107,4.55,967.456,11.32
2012-02-16,0.239655288,4.69,993.81,11.33
2012-02-17,2.268752296,4.02,997.297,11.37
2012-02-18,11.97817851,4.43,973.148,11.37
2012-02-19,7.674074707,4.76,947.339,11.35
2012-02-20,7.966471669,4.91,919.494,11.35
2012-02-21,7.789420922,4.85,951.535,11.37
2012-02-22,4.061449182,6.34,997.305,11.32
2012-02-23,3.896419224,5.38,969.649,11.31
2012-02-24,2.175458439,5.12,969.838,11.38
2012-02-25,3.225242596,5.44,914.084,11.36
2012-02-26,2.913868909,4.09,818.057,11.37
2012-02-27,3.604284876,5.52,906.713,11.38
2012-02-28,2.324927643,5.01,920.155,11.3
2012-02-29,7.849226869,5.26,928.05,11.34
2012-03-01,18.76240772,3.69,965.328,11.36
2012-03-02,4.675334645,4.58,971.749,11.32
2012-03-03,6.979896291,5.5,984.023,11.32
2012-03-04,10.96847976,3.59,893.864,11.33
2012-03-05,4.309024065,5.42,862.358,11.31
2012-03-06,3.384051603,5.13,1011.527,11.31
2012-03-07,4.515885465,6.2,970.29,11.34
2012-03-08,1.222998511,7.03,949.831,11.33
2012-03-09,0.0,7.56,937.505,11.33
2012-03-10,0.217101609,6.84,966.823,11.34
2012-03-11,1.111893426,6.4,942.586,11.33
2012-03-12,1.667207029,5.88,965.627,11.35
2012-03-13,0.0,6.63,999.599,11.32
2012-03-14,0.927070693,6.2,1015.586,11.31
2012-03-15,0.40644199,5.76,1021.334,11.32
2012-03-16,2.97425163,5.44,979.103,11.3
2012-03-17,0.165204775,5.69,957.974,11.29
2012-03-18,6.606653768,4.7,945.956,11.29
2012-03-19,0.993379045,5.83,991.028,11.29
2012-03-20,2.817194606,6.58,1029.089,11.3
2012-03-21,2.819516771,6.43,1031.617,11.32
2012-03-22,0.075578098,6.11,986.31,11.28
2012-03-23,0.818291201,5.75,915.841,11.33
2012-03-24,2.198669653,4.93,982.693,11.27
2012-03-25,3.635309398,4.99,965.968,11.28
2012-03-26,1.255182176,5.71,805.325,11.31
2012-03-27,4.310311514,5.62,814.125,11.29
2012-03-28,0.923618949,5.63,916.93,11.29
2012-03-29,0.092949666,5.67,944.928,11.29
2012-03-30,0.712348653,5.2,950.453,11.27
2012-03-31,8.964445834,4.27,982.301,11.3
2012-04-01,9.842618802,3.55,1083.968,11.27
2012-04-02,5.432994814,4.42,649.051,11.25
2012-04-03,3.099631687,5.75,764.244,11.29
2012-04-04,7.323941419,5.64,765.69,11.29
2012-04-05,9.575502255,3.09,840.511,11.26
2012-04-06,14.20173503,1.84,865.297,11.29
2012-04-07,12.79092102,1.85,767.923,11.32
2012-04-08,5.652130564,4.16,781.979,11.32
2012-04-09,4.267133279,4.99,781.478,11.32
2012-04-10,2.33776926,6.34,872.516,11.3
2012-04-11,3.393223108,6.72,950.84,11.31
2012-04-12,3.976081098,5.78,929.872,11.3
2012-04-13,3.890450996,4.68,857.257,11.29
2012-04-14,2.255244529,5.35,799.753,11.29
2012-04-15,18.3804645,2.54,936.525,11.29
2012-04-16,24.10315713,1.59,901.665,11.35
2012-04-17,10.03090502,3.07,875.55,11.33
2012-04-18,15.05206276,3.56,948.845,11.29
2012-04-19,6.108789685,4.61,846.33,11.33
2012-04-20,3.852837946,6.75,817.462,11.34
2012-04-21,34.64015846,3.62,803.947,11.36
2012-04-22,21.27277053,1.19,775.811,11.34
2012-04-23,0.510508498,4.89,822.148,11.37
2012-04-24,26.86119516,2.65,845.225,11.41
2012-04-25,14.0042837,2.97,923.716,11.39
2012-04-26,4.031934499,5.56,950.547,11.36
2012-04-27,10.41878024,5.15,932.061,11.32
2012-04-28,7.182790748,4.44,868.531,11.38
2012-04-29,5.960911824,4.39,741.793,11.41
2012-04-30,11.99022314,3.16,695.212,11.42
2012-05-01,3.533579923,5.63,882.92,11.42
2012-05-02,7.938783709,5.11,711.122,11.45
2012-05-03,9.623740825,4.62,616.345,11.45
2012-05-04,5.880499419,3.05,645.53,11.47
2012-05-05,8.398079444,4.22,675.475,11.5
2012-05-06,11.48855934,2.54,642.746,11.48
2012-05-07,11.56603098,3.21,677.861,11.5
2012-05-08,18.58297394,4.37,673.386,11.51
2012-05-09,6.661974298,4.75,739.241,11.51
2012-05-10,9.587006799,3.6,763.055,11.51
2012-05-11,13.21714758,5.12,765.971,11.56
2012-05-12,10.28855158,5.1,768.58,11.57
2012-05-13,12.46453583,5.49,749.137,11.59
2012-05-14,9.060982631,5.0,769.708,11.58
2012-05-15,17.18978532,4.29,771.234,11.58
2012-05-16,13.82669073,3.78,731.674,11.57
2012-05-17,1.313190617,5.24,735.75,11.6
2012-05-18,8.694119434,4.9,732.981,11.59
2012-05-19,5.907397415,4.05,754.769,11.6
2012-05-20,5.288615895,4.88,761.523,11.6
2012-05-21,10.04176044,3.66,769.122,11.68
2012-05-22,3.851051632,4.38,794.952,11.64
2012-05-23,10.78435544,4.34,793.08,11.63
2012-05-24,8.210579004,4.02,757.085,11.62
2012-05-25,5.62074575,5.14,771.479,11.63
2012-05-26,6.255939664,4.96,738.582,11.63
2012-05-27,7.669700011,3.94,760.519,11.62
2012-05-28,4.167358814,5.23,774.75,11.66
2012-05-29,1.250843426,6.03,785.821,11.61
2012-05-30,0.278717419,6.59,817.464,11.64
2012-05-31,0.410729066,6.43,811.318,11.65
2012-06-01,1.752180776,6.04,842.422,11.67
2012-06-02,0.490640282,6.1,807.126,11.65
2012-06-03,2.444819429,5.7,789.897,11.65
2012-06-04,5.148531707,4.65,782.15,11.69
2012-06-05,1.312070756,5.46,815.199,11.65
2012-06-06,3.081382745,4.85,824.691,11.67
2012-06-07,2.536727369,4.01,898.27,11.63
2012-06-08,1.781432394,3.78,776.888,11.63
2012-06-09,2.473527835,3.75,816.436,11.62
2012-06-10,3.762873786,4.5,797.804,11.6
2012-06-11,2.653626605,4.79,794.019,11.62
2012-06-12,1.001430149,5.45,839.305,11.61
2012-06-13,0.0,5.66,861.302,11.63
2012-06-14,0.453427617,5.4,818.221,11.62
2012-06-15,0.365828742,5.48,867.532,11.63
2012-06-16,0.294256895,4.73,841.701,11.62
2012-06-17,2.66078619,4.05,758.66,11.61
2012-06-18,1.565460051,4.24,785.787,11.61
2012-06-19,0.379018644,4.45,878.009,11.62
2012-06-20,0.449734913,4.07,821.838,11.59
2012-06-21,2.190577272,3.55,859.694,11.59
2012-06-22,3.811058317,3.52,884.872,11.62
2012-06-23,17.97004871,2.49,892.983,11.61
2012-06-24,6.176575045,1.87,789.497,11.63
2012-06-25,1.339340134,4.13,789.6,11.63
2012-06-26,14.68658492,2.62,846.28,11.6
2012-06-27,2.937617192,3.53,839.386,11.61
2012-06-28,3.23252368,5.77,874.041,11.6
2012-06-29,5.266539202,6.12,827.551,11.6
2012-06-30,2.395356078,5.89,713.738,11.61
2012-07-01,1.208345593,5.01,762.654,11.59
2012-07-02,2.005279419,4.34,788.297,11.59
2012-07-03,0.46129288,4.52,837.26,11.58
2012-07-04,0.360250851,4.99,866.811,11.61
2012-07-05,0.926376688,5.06,845.099,11.61
2012-07-06,0.11273422,4.71,873.318,11.64
2012-07-07,0.321731825,4.3,1090.338,11.57
2012-07-08,0.0,4.56,875.899,11.57
2012-07-09,0.954316924,3.79,830.051,11.59
2012-07-10,1.700841765,3.5,826.626,11.59
2012-07-11,0.58791197,3.66,859.273,11.6
2012-07-12,0.05779715,3.54,888.543,11.6
2012-07-13,0.129116565,2.88,857.499,11.6
2012-07-14,0.489420289,2.93,850.649,11.62
2012-07-15,0.175463144,3.56,755.555,11.55
2012-07-16,0.241346615,3.03,751.7,11.55
2012-07-17,0.473972417,3.13,824.03,11.63
2012-07-18,3.047546724,2.55,869.796,11.58
2012-07-19,1.050724162,3.0,1088.569,11.59
2012-07-20,0.88994107,3.58,966.522,11.6
2012-07-21,1.618379741,3.44,905.112,11.63
2012-07-22,2.725955483,3.23,887.957,11.59
2012-07-23,8.921216176,2.93,803.248,11.51
2012-07-24,0.55187175,4.37,768.455,11.5
2012-07-25,2.040898247,4.19,728.367,11.55
2012-07-26,0.216911787,5.02,794.47,11.51
2012-07-27,0.92856862,4.5,823.309,11.52
2012-07-28,0.799510435,3.73,852.21,11.52
2012-07-29,3.570929067,3.56,817.46,11.54
2012-07-30,0.304539756,4.76,803.907,11.64
2012-07-31,0.40547866,5.36,784.831,11.63
2012-08-01,0.506932052,4.85,775.088,11.51
2012-08-02,0.704144808,3.9,801.679,11.52
2012-08-03,0.904797093,5.23,808.466,11.52
2012-08-04,0.668237065,5.15,814.132,11.51
2012-08-05,0.726891742,4.41,777.699,11.52
2012-08-06,0.038101359,3.81,799.694,11.51
2012-08-07,6.635585975,2.9,811.896,11.48
2012-08-08,6.644300843,3.66,799.8,11.52
2012-08-09,3.477215311,3.77,829.229,11.49
2012-08-10,1.296425729,6.11,813.558,11.52
2012-08-11,1.301060725,6.32,801.51,11.51
2012-08-12,3.227955945,4.11,782.2,11.44
2012-08-13,0.386802336,4.49,798.994,11.5
2012-08-14,0.01186254,6.29,792.573,11.51
2012-08-15,0.007694483,6.73,871.555,11.51
2012-08-16,0.0,5.97,856.549,11.49
2012-08-17,0.426425586,4.56,801.299,11.51
2012-08-18,5.560085061,4.93,789.297,11.54
2012-08-19,3.355699964,3.64,768.849,11.52
2012-08-20,1.997677298,5.73,756.725,11.5
2012-08-21,0.129981679,6.77,789.498,11.5
2012-08-22,0.376237056,6.03,822.942,11.52
2012-08-23,0.973445932,4.62,812.326,11.48
2012-08-24,0.635686011,4.78,809.834,11.48
2012-08-25,7.844357092,3.41,815.411,11.44
2012-08-26,1.122319235,4.77,812.127,11.54
2012-08-27,7.743674577,4.78,843.616,11.54
2012-08-28,1.056299231,5.84,897.598,11.5
2012-08-29,1.105294913,5.6,912.123,11.5
2012-08-30,6.241480208,3.81,936.789,11.52
2012-08-31,1.119380469,5.23,888.89,11.55
2012-09-01,0.278595335,5.25,836.797,11.5
2012-09-02,7.112727418,3.41,798.049,11.46
2012-09-03,0.501994861,4.1,918.844,11.51
2012-09-04,0.059658168,4.99,888.304,11.48
2012-09-05,2.417814674,3.36,845.541,11.51
2012-09-06,2.263887573,4.56,786.152,11.52
2012-09-07,2.372617926,4.32,800.211,11.46
2012-09-08,3.96658641,2.98,819.992,11.52
2012-09-09,6.717285343,2.3,791.436,11.52
2012-09-10,0.599574821,5.22,780.788,11.49
2012-09-11,10.26421907,3.48,812.474,11.5
2012-09-12,7.79008418,2.94,804.632,11.52
2012-09-13,6.264186363,5.39,842.845,11.53
2012-09-14,2.116704941,5.59,842.883,11.52
2012-09-15,4.475525466,4.41,822.305,11.5
2012-09-16,1.067701843,6.44,809.328,11.5
2012-09-17,0.478962067,6.81,805.653,11.51
2012-09-18,0.551999998,6.35,793.053,11.51
2012-09-19,1.287948429,6.51,808.373,11.52
2012-09-20,0.005718309,7.09,872.435,11.51
2012-09-21,0.716747371,6.59,861.498,11.5
2012-09-22,0.196362993,6.35,871.91,11.5
2012-09-23,0.930645496,5.61,822.2,11.5
2012-09-24,4.649667954,4.53,807.884,11.49
2012-09-25,1.335561792,5.0,786.509,11.48
2012-09-26,3.362059126,4.31,858.822,11.47
2012-09-27,2.307251727,4.69,818.748,11.5
2012-09-28,1.918048926,5.06,828.183,11.5
2012-09-29,1.220319811,6.05,845.24,11.51
2012-09-30,0.019443791,6.49,766.827,11.5
2012-10-01,0.925397734,6.02,810.915,11.48
2012-10-02,1.570004118,5.92,841.093,11.49
2012-10-03,0.715249333,6.51,841.468,11.46
2012-10-04,1.811643873,5.31,812.632,11.46
2012-10-05,2.3594431,5.49,823.855,11.48
2012-10-06,2.924278237,5.08,675.46,11.49
2012-10-07,3.254750691,5.22,812.548,11.45
2012-10-08,3.527121112,5.73,734.77,11.48
2012-10-09,0.106869069,6.93,795.651,11.49
2012-10-10,6.075033329,5.22,787.626,11.49
2012-10-11,11.48194026,3.56,784.34,11.48
2012-10-12,14.90714495,3.42,772.525,11.46
2012-10-13,18.62049979,1.88,785.771,11.44
2012-10-14,8.472209421,3.35,777.837,11.48
2012-10-15,4.107048416,6.11,785.482,11.47
2012-10-16,10.34216584,5.34,769.222,11.48
2012-10-17,2.029897399,5.81,778.469,11.49
2012-10-18,3.853211118,6.21,772.424,11.49
2012-10-19,6.189520259,5.05,780.122,11.45
2012-10-20,1.759306838,5.7,771.661,11.46
2012-10-21,1.967481195,6.1,768.307,11.47
2012-10-22,1.620669891,7.25,777.038,11.5
2012-10-23,1.471966463,6.33,763.461,11.56
2012-10-24,2.444052399,5.76,770.402,11.51
2012-10-25,6.662382643,4.28,767.277,11.49
2012-10-26,12.26754432,3.13,763.901,11.48
2012-10-27,15.64837546,3.62,765.068,11.47
2012-10-28,18.7086111,1.92,731.526,11.46
2012-10-29,7.337114518,3.96,689.767,11.46
2012-10-30,14.30812056,2.62,811.923,11.47
2012-10-31,16.22607789,1.34,867.771,11.48
2012-11-01,8.912269386,1.46,899.042,11.5
2012-11-02,15.80426314,1.98,832.556,11.51
2012-11-03,3.96570085,3.91,811.048,11.54
2012-11-04,7.912319696,3.78,786.707,11.54
2012-11-05,5.549841806,4.09,791.224,11.59
2012-11-06,1.78017013,4.75,824.086,11.57
2012-11-07,7.518161227,3.78,854.237,11.52
2012-11-08,5.142599878,3.95,832.863,11.57
2012-11-09,15.47865168,1.88,831.495,11.59
2012-11-10,7.28355132,4.2,807.041,11.59
2012-11-11,5.075186208,3.85,780.595,11.61
2012-11-12,0.303683129,6.17,768.943,11.61
2012-11-13,0.973902749,6.31,769.107,11.61
2012-11-14,0.749210985,6.32,781.689,11.59
2012-11-15,0.638718805,5.74,801.346,11.54
2012-11-16,2.210222311,4.22,815.755,11.56
2012-11-17,4.578317853,3.84,820.202,11.56
2012-11-18,2.915281845,4.39,789.828,11.53
2012-11-19,0.191723477,4.36,812.689,11.58
2012-11-20,2.593705745,3.48,844.926,11.59
2012-11-21,6.247749391,3.01,835.675,11.57
2012-11-22,5.443099937,3.04,819.654,11.58
2012-11-23,4.503726569,4.54,804.14,11.58
2012-11-24,2.213832362,4.94,809.84,11.59
2012-11-25,3.786906894,5.19,758.02,11.6
2012-11-26,2.151517686,3.81,743.171,11.6
2012-11-27,1.477825937,5.03,783.894,11.59
2012-11-28,13.72498779,1.1,797.299,11.58
2012-11-29,5.601826906,3.9,761.709,11.6
2012-11-30,4.584195662,4.16,779.497,11.62
2012-12-01,0.264889781,5.71,803.256,11.62
2012-12-02,1.721749081,6.64,773.703,11.62
2012-12-03,1.108909991,4.84,741.913,11.6
2012-12-04,0.356545888,5.72,785.803,11.61
2012-12-05,7.304048035,4.37,764.405,11.61
2012-12-06,8.060980451,3.69,753.851,11.61
2012-12-07,10.92690191,3.49,750.3,11.62
2012-12-08,4.266189495,3.59,800.419,11.61
2012-12-09,2.222988105,3.73,820.566,11.62
2012-12-10,12.41699823,2.92,808.657,11.62
2012-12-11,3.49194799,4.69,872.514,11.62
2012-12-12,0.111773963,6.09,886.341,11.61
2012-12-13,4.676800322,5.85,866.0,11.63
2012-12-14,5.759532808,5.51,845.545,11.64
2012-12-15,3.37684136,4.35,878.508,11.66
2012-12-16,2.496938208,4.39,815.992,11.66
2012-12-17,2.943241695,3.16,766.096,11.66
2012-12-18,7.166795004,3.93,811.995,11.69
2012-12-19,0.786633005,4.4,879.429,11.64
2012-12-20,0.400255535,5.39,921.564,11.69
2012-12-21,0.548240441,5.37,795.608,11.69
2012-12-22,9.204135002,3.87,801.783,11.66
2012-12-23,11.22067679,1.9,708.142,11.61
2012-12-24,3.532221218,2.57,710.209,11.64
2012-12-25,1.553883819,4.16,684.174,11.66
2012-12-26,2.116731504,4.21,673.893,11.69
2012-12-27,9.590569145,3.52,697.363,11.71
2012-12-28,16.47600001,1.95,785.098,11.7
2012-12-29,19.44720272,1.21,792.877,11.73
2012-12-30,8.404186751,1.85,792.083,11.73
2012-12-31,6.947087835,4.13,746.021,11.73
2013-01-01,0.290999163,4.92,726.619,11.75
2013-01-02,1.112160935,4.61,704.833,11.76
2013-01-03,2.515945696,4.32,774.436,11.77
2013-01-04,2.323346558,4.0,792.571,11.77
2013-01-05,1.644484588,5.61,819.922,11.77
2013-01-06,4.541090113,5.27,798.448,11.74
2013-01-07,2.41597095,4.63,789.966,11.76
2013-01-08,6.135595232,3.68,814.782,11.8
2013-01-09,11.71959497,2.73,812.051,11.8
2013-01-10,1.947278782,5.18,795.324,11.78
2013-01-11,2.133847552,4.33,804.417,11.78
2013-01-12,0.195667877,5.28,899.934,11.79
2013-01-13,0.036373946,6.03,780.359,11.81
2013-01-14,0.279955349,6.15,760.652,11.8
2013-01-15,2.089846144,5.86,887.298,11.85
2013-01-16,0.229866164,6.68,849.706,11.8
2013-01-17,0.319277295,6.88,924.258,11.79
2013-01-18,0.635183409,5.72,931.217,11.78
2013-01-19,2.178669823,4.09,876.83,11.77
2013-01-20,0.399335824,5.98,818.623,11.78
2013-01-21,0.0,6.81,803.04,11.76
2013-01-22,0.002995793,6.81,861.758,11.78
2013-01-23,0.0,6.76,936.398,11.76
2013-01-24,0.214383869,6.48,921.304,11.75
2013-01-25,0.181397286,5.92,893.597,11.74
2013-01-26,2.724067445,5.6,837.433,11.77
2013-01-27,0.982280211,4.16,848.563,11.76
2013-01-28,6.67905735,4.23,783.185,11.75
2013-01-29,1.558937249,5.19,892.413,11.76
2013-01-30,9.264286186,4.38,922.851,11.67
2013-01-31,2.029983488,4.26,817.836,11.74
2013-02-01,10.503328,1.62,809.33,11.78
2013-02-02,0.685634019,4.22,817.77,11.76
2013-02-03,1.521591237,5.04,782.557,11.74
2013-02-04,0.535989397,7.01,749.372,11.75
2013-02-05,0.015109255,7.41,789.487,11.75
2013-02-06,0.016440369,7.59,792.56,11.76
2013-02-07,0.16568941,6.51,836.588,11.75
2013-02-08,1.551816092,6.09,871.201,11.76
2013-02-09,0.02350653,6.24,833.606,11.75
