,Awach,Grumeti,Kagera,Katonga,Magogo,Mbalangeti,Migori,Mori,Nyando,Nzoia,Rwizi,Simiyu,Sio_Malaba,Sondu,Yala
2001-01-01,4.84956955379185,10.50393588431907,204.82215881847878,2.895327733,6.200375423821121,5.1744437047684935,39.61636515154487,3.8526422238549394,43.5421207834856,51.544048141499964,17.8047,6.4219136222442375,6.4308454748201935,29.078421246001582,109.42401577694675
2001-02-01,2.7105484044930095,8.065574210215845,262.26268286365115,3.548915794,4.22159842520505,5.385892104729231,35.44151186479293,4.5086924514382725,25.77506279448677,32.737746297918775,5.767,3.4273601403271403,2.645883659846176,16.50625821112622,64.52301594249697
2001-03-01,4.347851397540187,9.75994000038739,303.8663049197898,2.87064432,6.259091077395342,10.036094544048234,65.61620720378076,6.246192086069243,32.27317407051564,45.88617438221167,6.8037,8.070071594084732,4.714734025633451,34.86974320519014,95.15412806429292
2001-04-01,7.1258279597053935,13.623870512330646,343.95030128438765,3.621236795,9.025261270658387,10.088657653068035,57.61474312391007,6.075831457256104,28.10979983841898,67.49774706249657,19.8665,9.134079083773376,12.782227956822,49.576479321274206,88.79455822546385
2001-05-01,10.522547323338685,17.08299322036194,296.3948007259521,6.956098933,13.630161296036764,11.65445013322195,62.34670220608189,6.192868362779455,31.47048461743068,121.76700731308674,11.6496,18.848657694178986,19.634290808103476,54.30898598681905,99.66357567234584
2001-06-01,7.96424902133958,15.020385101333527,190.59617625321647,3.928341304,10.65303091175066,8.321644728063704,37.889198091709666,3.8095790750100296,33.494164889407806,112.55621935901127,4.0175,14.765910736210934,15.59200772214777,38.81695257846955,115.75921809874062
2001-07-01,7.497258644563393,12.296868860993845,187.1572862007212,2.081403462,8.445992359237076,4.962490450923102,24.22205109034745,1.8909853609690095,47.26546118020746,159.65116187279565,2.6991,13.650951557423419,9.593654180972043,35.35943160258805,134.5760968533787
2001-08-01,6.829439941452165,10.236171114758585,140.41324217239816,6.323395222,6.061557383163682,2.1280758165526588,9.975996587770574,0.6059838831243987,22.74185375446645,109.73335838062684,3.0643,11.788708622933504,8.221767398097176,27.729560769925342,65.06206737584448
2001-09-01,7.275467905715253,10.013896351659005,151.240443910623,1.186938353,6.189493035132268,1.5655491241292876,12.568079995787688,0.5920193169158177,33.28317400601909,128.9001326709217,7.3451,10.740431650333939,9.051171100295607,30.02783322336186,93.21885102126515
2001-10-01,5.706000394961906,10.009072866933048,158.38649287806717,1.382348919,5.447420084093009,1.7298191426734637,20.253183489052653,1.081862220249913,32.13357542201725,82.67790352769478,31.1006,9.426940175284221,10.727586801420957,29.83706245316342,98.93425083201778
