date,stage_rel_m,storage_true_m3,area_m2,level_sim_m,level_obs_m,vol_p_minus_e_m3d,vol_qin_m3d,vol_qout_m3d,vol_gw_m3d,dS_m3d,qin_scaled_m3s,level_obs_m_asl,level_sim_m_asl
2001-01-21,-0.04944299025933404,2746902986976.632,57884490000.0,11.662661551073707,11.74,32817106.79486275,121936457.7678587,85633200.0,4354838.70967742,64765525.85304404,1411.3015945354016,1134.59,1134.5126615510735
2001-01-22,-0.04362912593163433,2747267156163.0938,57884490000.0,11.668475415401407,11.74,256731836.03940815,196609427.53219607,84817238.4,4354838.70967742,364169186.4619269,2275.572077918936,1134.59,1134.5184754154013
2001-01-23,-0.033087044183816375,2747927491719.1587,57884490000.0,11.679017497149225,11.75,499715023.9584672,255504340.4160305,90528969.6,4354838.70967742,660335556.0648202,2957.226162222575,1134.6,1134.5290174971492
2001-01-24,-0.0157673871320564,2749012361448.2793,57884490000.0,11.696337154200984,11.77,818437907.6037424,363943485.8265628,93156825.6,4354838.70967742,1084869729.1206279,4212.308863733366,1134.62,1134.546337154201
2001-01-25,-0.019974913385957156,2748748810163.534,57884490000.0,11.692129627947084,11.77,-176422474.54566422,9645430.110287992,92419401.60000001,4354838.70967742,-263551284.74505368,111.63692257277769,1134.62,1134.542129627947
2001-01-26,-0.0181329435365363,2748864187582.707,57884490000.0,11.693971597796505,11.77,89441954.23224284,119839929.25005184,89549625.6,4354838.70967742,115377419.17261727,1387.0362181718963,1134.62,1134.5439715977964
2001-01-27,-0.024541135080180843,2748462790892.0376,57884490000.0,11.68756340625286,11.77,-312617304.5106779,897698.9507482579,85322246.39999999,4354838.70967742,-401396690.669607,10.390034152178911,1134.62,1134.5375634062527
2001-01-28,-0.031455794153744,2748029670057.5034,57884490000.0,11.680648747179296,11.77,-348586766.42120695,4292840.99649623,84472070.4,4354838.70967742,-433120834.5343881,49.68565968166933,1134.62,1134.5306487471792
2001-01-29,-0.037416708442174915,2747656289946.6807,57884490000.0,11.674687832890866,11.77,-292215875.7225728,9635790.80957985,86445187.2,4354838.70967742,-373380110.82267034,111.52535659235937,1134.62,1134.5246878328908
2001-01-30,-0.04254656101509212,2747334965930.0107,57884490000.0,11.669557980317949,11.77,-238589647.17348516,13438440.413073268,91817971.2,4354838.70967742,-321324016.6700893,155.5375047809406,1134.62,1134.5195579803178
2001-01-31,-0.04890283576425685,2746936821206.6636,57884490000.0,11.663201705568785,11.76,-308526568.12515557,10965979.48751571,96229296.00000001,4354838.70967742,-398144723.3473173,126.92105888328369,1134.61,1134.5132017055687
2001-02-01,-0.05591387947638261,2746497663025.292,57884490000.0,11.656190661856659,11.76,-338045421.59999996,0.0,96291331.19999999,4821428.571428572,-439158181.37142855,0.0,1134.61,1134.5061906618566
2001-02-02,-0.06361019316423325,2746015580861.609,57884490000.0,11.648494348168807,11.76,-378325035.80192447,3913132.6904096566,102848832.00000001,4821428.571428572,-482082163.6829434,45.29088762048214,1134.61,1134.4984943481686
2001-02-03,-0.07065333118896336,2745574412354.7373,57884490000.0,11.641451210144078,11.76,-332835817.5,0.0,103511260.8,4821428.571428572,-441168506.8714286,0.0,1134.61,1134.491451210144
2001-02-04,-0.07544768194122588,2745274103521.464,57884490000.0,11.636656859391815,11.76,-243225442.5556531,43892597.85364804,96154560.00000001,4821428.571428572,-300308833.2734337,508.0161788616671,1134.61,1134.4866568593918
2001-02-05,-0.07984531267276661,2744998644460.915,57884490000.0,11.632259228660274,11.76,-228182969.57634246,55536415.99887869,97991078.39999999,4821428.571428572,-275459060.5488924,642.7825925796144,1134.61,1134.4822592286603
2001-02-06,-0.07848305627227463,2745083973559.9717,57884490000.0,11.633621485060766,11.75,20129376.6631712,175773022.96499297,105751872.0,4821428.571428572,85329099.0567356,2034.4099880207518,1134.6,1134.4836214850607
2001-02-07,-0.07538904895310165,2745277776178.131,57884490000.0,11.636715492379938,11.74,109823509.76993413,190034639.36046925,101234102.4,4821428.571428572,193802618.15897483,2199.4749925980236,1134.59,1134.4867154923797
2001-02-08,-0.0708035600152377,2745565002312.4033,57884490000.0,11.641300981317803,11.77,167543797.85311478,226001387.39061403,101497622.4,4821428.571428572,287226134.2723002,2615.756798502477,1134.62,1134.4913009813176
2001-02-09,-0.07155076120484144,2745518199078.9595,57884490000.0,11.640553780128199,11.75,-70254780.60449517,123487071.73187481,95214096.00000001,4821428.571428572,-46803233.44404895,1429.2485154152178,1134.6,1134.490553780128
