date,stage_rel_m,storage_true_m3,area_m2,level_sim_m,level_obs_m,vol_p_minus_e_m3d,vol_qin_m3d,vol_qout_m3d,vol_gw_m3d,dS_m3d,qin_scaled_m3s,level_obs_m_asl,level_sim_m_asl
2005-06-20,-0.6021116687343612,2712284892766.165,57884490000.0,11.10999287259868,11.15,75852070.24395345,381432681.3144788,90964080.0,4500000.0,361820671.5584323,4414.7301078064675,1134.0,1133.9599928725986
2005-06-21,-0.5952800903586533,2712712809586.9062,57884490000.0,11.116824450974388,11.14,94657478.2948041,433618500.84634656,95859158.4,4500000.0,427916820.7411506,5018.732648684567,1133.99,1133.9668244509744
2005-06-22,-0.5852997091679727,2713337961309.397,57884490000.0,11.126804832165067,11.15,152452322.64302564,573228075.0478163,96028675.2,4500000.0,625151722.4908419,6634.584201942318,1134.0,1133.976804832165
2005-06-23,-0.5774901314188785,2713827138114.2197,57884490000.0,11.134614409914162,11.14,81474205.00632508,508603659.01635647,96401059.19999999,4500000.0,489176804.8226816,5886.616423800422,1133.99,1133.984614409914
2005-06-24,-0.5831097813289243,2713475134142.2334,57884490000.0,11.128994760004117,11.15,-260706471.88257167,12008416.696111392,98805916.8,4500000.0,-352003971.98646027,138.98630435314112,1134.0,1133.978994760004
2005-06-25,-0.5887071583252759,2713124525302.366,57884490000.0,11.123397383007765,11.13,-261635519.50995287,13977060.442739896,98450380.8,4500000.0,-350608839.86721295,161.77153290208213,1133.98,1133.9733973830078
2005-06-26,-0.5942218473150248,2712779095878.8726,57884490000.0,11.117882694018016,11.13,-259170242.75560927,14189920.06176642,95949100.8,4500000.0,-345429423.49384284,164.2351859000743,1133.98,1133.9678826940178
2005-06-27,-0.5994809236411587,2712449677536.9097,57884490000.0,11.112623617691883,11.14,-248836050.54799306,16535138.985086052,92617430.4,4500000.0,-329418341.962907,191.37892343849597,1133.99,1133.9626236176919
2005-06-28,-0.6032735717397344,2712212113415.2266,57884490000.0,11.108830969593306,11.14,-218898273.0109721,73021600.9278083,87187449.60000001,4500000.0,-237564121.68316382,845.1574181459293,1133.99,1133.9588309695932
2005-06-29,-0.6078790889407438,2711923632749.3916,57884490000.0,11.104225452392297,11.12,-188854279.86594978,1429761.2311741828,96556147.2,4500000.0,-288480665.8347756,16.54816239784934,1133.9699999999998,1133.9542254523922
2005-06-30,-0.6102864917588487,2711772837705.624,57884490000.0,11.101818049574192,11.11,-138956475.88700208,94480030.51956019,101818598.39999999,4500000.0,-150795043.76744187,1093.518871754169,1133.9599999999998,1133.951818049574
2005-07-01,-0.6095070651934263,2711821659474.1133,57884490000.0,11.102597476139614,11.1,-18878877.93978316,174513011.5387141,102457526.4,4354838.70967742,48821768.48925353,2019.8265224388206,1133.9499999999998,1133.9525974761395
2005-07-02,-0.6135021736013515,2711571413631.291,57884490000.0,11.09860236773169,11.1,-173199348.00022015,28395220.687416572,101086876.80000001,4354838.70967742,-250245842.822481,328.64838758583994,1133.9499999999998,1133.9486023677316
2005-07-03,-0.6176181202781112,2711313598713.6543,57884490000.0,11.09448642105493,11.1,-180487000.42892298,27409119.90200723,100382198.39999999,4354838.70967742,-257814917.6365932,317.2351840510096,1133.9499999999998,1133.9444864210548
2005-07-04,-0.6201142427032482,2711157246445.7593,57884490000.0,11.091990298629792,11.13,-128773998.75402245,75993923.16861475,99217353.6,4354838.70967742,-156352267.89508513,879.559295933041,1133.98,1133.9419902986297
2005-07-05,-0.6237751589397679,2710927933752.4434,57884490000.0,11.088329382393272,11.12,-158308816.30813286,35666705.70193535,102315744.0,4354838.70967742,-229312693.31587493,412.8090937723999,1133.9699999999998,1133.9383293823932
2005-07-06,-0.6267825792355683,2710739554777.507,57884490000.0,11.085321962097472,11.07,-135213899.1957866,54829586.96911271,103639824.0,4354838.70967742,-188378974.93635133,634.601701031397,1133.9199999999998,1133.9353219620973
2005-07-07,-0.6282255791496585,2710649168061.347,57884490000.0,11.083878962183382,11.07,-81195795.48573901,97201454.0356997,102037536.0,4354838.70967742,-90386716.15971673,1125.0168291168945,1133.9199999999998,1133.9338789621834
2005-07-08,-0.6316965759378895,2710431751553.9546,57884490000.0,11.080407965395151,11.07,-141025414.81774464,28136597.334928658,100172851.19999999,4354838.70967742,-217416507.3924934,325.6550617468595,1133.9199999999998,1133.930407965395
2005-07-09,-0.6316850220916507,2710432475264.4766,57884490000.0,11.08041951924139,11.08,-50687372.44461104,160278558.47647354,104512636.8,4354838.70967742,723710.5221850807,1855.0759082925179,1133.9299999999998,1133.9304195192412
2005-07-10,-0.6347770856014185,2710238794402.7686,57884490000.0,11.077327455731622,11.06,-138373902.0102718,44621744.61204464,95573865.60000001,4354838.70967742,-193680861.7079046,516.4553774542204,1133.9099999999999,1133.9273274557315
2005-07-11,-0.6374914885986361,2710068769463.157,57884490000.0,11.074613052734405,11.03,-101053778.92312598,33131713.221481517,97748035.2,4354838.70967742,-170024939.6113219,383.46890302640645,1133.8799999999999,1133.9246130527342
2005-07-12,-0.6420359322784577,2709784114324.2476,57884490000.0,11.070068609054584,11.03,-181757298.6,0.0,98543001.60000001,4354838.70967742,-284655138.9096774,0.0,1133.8799999999999,1133.9200686090544
2005-07-13,-0.646659140853741,2709494525505.038,57884490000.0,11.0654454004793,11.03,-183493833.3,0.0,101740147.2,4354838.70967742,-289588819.2096774,0.0,1133.8799999999999,1133.9154454004793
2005-07-14,-0.650661332443722,2709243835985.428,57884490000.0,11.061443208889319,11.02,-144132380.1,0.0,102202300.8,4354838.70967742,-250689519.6096774,0.0,1133.87,1133.9114432088893
2005-07-15,-0.6543458851282328,2709013042750.849,57884490000.0,11.057758656204808,11.03,-131685759.30238344,7753965.033168464,102506601.60000001,4354838.70967742,-230793234.5788924,89.74496566167204,1133.8799999999999,1133.9077586562048
2005-07-16,-0.6584006778672709,2708759058397.2734,57884490000.0,11.05370386346577,11.04,-149626361.72727406,2176078.8612517975,102179232.00000001,4354838.70967742,-253984353.57569972,25.186097931155064,1133.8899999999999,1133.9037038634656
2005-07-17,-0.6616201323192373,2708557398014.0,57884490000.0,11.050484409013803,11.01,-123545240.96570386,23298086.802023213,97058390.4,4354838.70967742,-201660383.27335808,269.6537824308242,1133.86,1133.9004844090136
2005-07-18,-0.6629225622111601,2708475816331.4165,57884490000.0,11.049181979121881,10.95,-53148707.14941668,70814464.87542874,94892601.60000001,4354838.70967742,-81581682.58366536,819.6118619841288,1133.8,1133.8991819791217
2005-07-19,-0.6651859489244372,2708334042177.16,57884490000.0,11.046918592408604,10.94,-79088626.22261554,38060088.27592537,96390777.6,4354838.70967742,-141774154.2563676,440.5102809713584,1133.79,1133.8969185924086
2005-07-20,-0.6681486251180763,2708148465886.0093,57884490000.0,11.043955916214964,10.97,-123500705.79678771,50634270.9555991,108355017.6,4354838.70967742,-185576291.15086603,586.0448027268415,1133.82,1133.893955916215
2005-07-21,-0.6727221321961153,2707861990272.199,57884490000.0,11.039382409136925,10.97,-177963837.4480447,3444239.9477847936,107601177.6,4354838.70967742,-286475613.8099373,39.86388828454622,1133.82,1133.889382409137
2005-07-22,-0.6744116879392865,2707756159777.06,57884490000.0,11.037692853393754,10.97,-79484662.46802366,84150196.43861389,106141190.4,4354838.70967742,-105830495.13908719,973.9606069284016,1133.82,1133.8876928533937
2005-07-23,-0.6719706051114658,2707909064471.32,57884490000.0,11.040133936221576,10.97,59227341.57487933,201140741.7944937,103108550.39999999,4354838.70967742,152904694.25969562,2328.0178448436773,1133.82,1133.8901339362214
2005-07-24,-0.6728430391414417,2707854416895.623,57884490000.0,11.039261502191598,10.99,-57951946.03772845,104120057.05066676,96460848.0,4354838.70967742,-54647575.69673911,1205.0932529012357,1133.84,1133.8892615021914
2005-07-25,-0.6763396217108905,2707635397744.5146,57884490000.0,11.03576491962215,10.98,-139575358.56258324,17286383.763945736,92375337.60000001,4354838.70967742,-219019151.10831496,200.07388615677934,1133.83,1133.885764919622
2005-07-26,-0.6800368640552441,2707403809654.2524,57884490000.0,11.032067677277796,10.94,-134044917.05793944,4606097.505649851,97794432.00000001,4354838.70967742,-231588090.26196703,53.3113137227992,1133.79,1133.8820676772777
2005-07-27,-0.6804085455580343,2707380528245.7324,57884490000.0,11.031695995775006,10.97,-18543438.59369193,103550279.98318194,103933411.2,4354838.70967742,-23281408.520187415,1198.4986109164577,1133.82,1133.8816959957749
2005-07-28,-0.6737317201287099,2707798751642.03,57884490000.0,11.03837282120433,10.96,197155178.8748413,322872838.53223145,97449782.4,4354838.70967742,418223396.2973954,3736.954149678605,1133.81,1133.8883728212043
2005-07-29,-0.6717548146276667,2707922581168.735,57884490000.0,11.040349726705374,10.96,28737664.07853096,195761619.7363586,96314918.4,4354838.70967742,123829526.70521216,2265.759487689336,1133.81,1133.8903497267054
2005-07-30,-0.6711346781393779,2707961425315.7095,57884490000.0,11.040969863193663,10.96,731809.700775657,139086999.98371902,96619824.0,4354838.70967742,38844146.97481725,1609.8032405523034,1133.81,1133.8909698631935
2005-07-31,-0.6654411578004057,2708318056388.1045,57884490000.0,11.046663383532636,10.95,162528694.14853486,295075831.3563111,96618614.39999999,4354838.70967742,356631072.3951686,3415.2295295869335,1133.8,1133.8966633835325
2005-08-01,-0.6694718661679897,2708065580632.8496,57884490000.0,11.04263267516505,10.95,-158676986.09178764,3742962.3466102676,93186892.8,4354838.70967742,-252475755.25485477,43.32132345613736,1133.8,1133.892632675165
2005-08-02,-0.6730540529318563,2707841199401.0176,57884490000.0,11.039050488401184,10.94,-129973240.703631,7787503.581145914,97840656.0,4354838.70967742,-224381231.83216253,90.13314330029993,1133.79,1133.8890504884012
2005-08-03,-0.6764405288711552,2707629077115.6885,57884490000.0,11.035664012461886,10.97,-116727502.69911167,11112849.679572934,102152793.60000001,4354838.70967742,-212122285.32921615,128.62094536542747,1133.82,1133.8856640124618
2005-08-04,-0.67960971093755,2707430565697.1523,57884490000.0,11.03249483039549,10.96,-103954643.06355143,11562575.237218855,101764512.0,4354838.70967742,-198511418.53601,133.82610228262564,1133.81,1133.8824948303954
2005-08-05,-0.6831719615176634,2707207433229.208,57884490000.0,11.028932579815377,10.96,-117354817.23469765,3484500.000167322,104907312.0,4354838.70967742,-223132467.94420776,40.329861113047706,1133.81,1133.8789325798152
2005-08-06,-0.6848926194571143,2707099654552.8115,57884490000.0,11.027211921875926,10.96,-57654789.93044198,55005925.04373859,100774972.8,4354838.70967742,-107778676.3963808,636.6426509691967,1133.81,1133.8772119218759
2005-08-07,-0.6885619404808213,2706869815399.926,57884490000.0,11.023542600852219,10.93,-127636280.14499325,1053873.168971693,98901907.2,4354838.70967742,-229839152.885699,12.197606122357557,1133.78,1133.873542600852
2005-08-08,-0.6920921708205275,2706648688617.7427,57884490000.0,11.020012370512513,10.92,-122609417.20626977,1764369.7330099363,95926896.00000001,4354838.70967742,-221126782.1829373,20.4209459839113,1133.77,1133.8700123705123
2005-08-09,-0.6956744542862499,2706424301328.6943,57884490000.0,11.01643008704679,10.91,-118210209.85854736,330121.11971481075,102152361.6,4354838.70967742,-224387289.04851,3.8208462929954945,1133.76,1133.8664300870466
2005-08-10,-0.6884650760432429,2706875882800.4434,57884490000.0,11.023639465289797,10.9,251144743.0422858,304932709.81660503,100141142.39999999,4354838.70967742,451581471.7492134,3529.3137710255214,1133.75,1133.8736394652897
2005-08-11,-0.691375281884624,2706693593150.4004,57884490000.0,11.020729259448416,10.9,-131409675.69637455,54408035.56332677,100933171.2,4354838.70967742,-182289650.04272524,629.7226338348006,1133.75,1133.8707292594484
2005-08-12,-0.6961241721952552,2706396131871.0273,57884490000.0,11.015980369137786,10.9,-207113306.37532717,16534030.512189133,102527164.8,4354838.70967742,-297461279.37281543,191.36609389107792,1133.75,1133.8659803691378
2005-08-13,-0.6943536635490127,2706507033099.0205,57884490000.0,11.017750877784028,10.89,42749360.854470335,173733896.2484702,101227190.4,4354838.70967742,110901227.99326311,2010.8089843572939,1133.74,1133.867750877784
2005-08-14,-0.6986718674252639,2706236549182.652,57884490000.0,11.013432673907777,10.88,-177712030.6550263,8010018.595928931,96427065.60000001,4354838.70967742,-270483916.3687748,92.70854856399225,1133.73,1133.8634326739077
2005-08-15,-0.703063787784276,2705961447808.764,57884490000.0,11.009040753548765,10.93,-199567811.76937154,19079986.991315152,90258710.4,4354838.70967742,-275101373.88773376,220.8331827698513,1133.78,1133.8590407535487
2005-08-16,-0.6991213694985754,2706208393244.5146,57884490000.0,11.012983171834465,10.91,123134703.43997644,226831087.82004413,98665516.8,4354838.70967742,246945435.7503431,2625.3598127319924,1133.76,1133.8629831718345
2005-08-17,-0.6923282411685722,2706633901628.9604,57884490000.0,11.019776300164468,10.9,245033969.5272094,286980751.228358,102151497.6,4354838.70967742,425508384.44589,3321.5364725504396,1133.75,1133.8697763001644
2005-08-18,-0.6884424157100588,2706877302199.7676,57884490000.0,11.023662125622982,10.94,140664994.03076616,207968722.68580505,100878307.2,4354838.70967742,243400570.8068938,2407.045401456077,1133.79,1133.8736621256228
2005-08-19,-0.6863990655528032,2707005293690.88,57884490000.0,11.025705475780237,10.92,34032737.40647148,198175576.41568348,99861984.0,4354838.70967742,127991491.11247756,2293.6988011074477,1133.77,1133.8757054757803
2005-08-20,-0.6881979487841748,2706892615133.9023,57884490000.0,11.023906592548865,10.92,-96816012.28628096,87211292.41831397,98718998.39999999,4354838.70967742,-112678556.9776444,1009.3899585453005,1133.77,1133.8739065925488
2005-08-21,-0.6921459880085588,2706645317613.454,57884490000.0,11.019958553324482,10.93,-217259802.27778482,69040291.73941861,94723171.2,4354838.70967742,-247297520.4480436,799.0774506877153,1133.78,1133.8699585533243
2005-08-22,-0.6982656854859263,2706261991631.6094,57884490000.0,11.013838855847114,10.93,-303670828.98845017,14504709.853443876,89805024.0,4354838.70967742,-383325981.8446837,167.87858626671152,1133.78,1133.863838855847
2005-08-23,-0.6998887712803346,2706160324685.1533,57884490000.0,11.012215770052705,10.91,-137544725.90867245,135569574.96242848,95336956.8,4354838.70967742,-101666946.45592138,1569.0923028058853,1133.76,1133.8622157700527
2005-08-24,-0.7069775502786882,2705716297316.207,57884490000.0,11.005126991054352,10.93,-348431320.1702295,5508127.533596439,96749337.60000001,4354838.70967742,-444027368.94631046,63.75147608329212,1133.78,1133.8551269910542
2005-08-25,-0.7130237075245949,2705337577751.8423,57884490000.0,10.999080833808446,10.91,-312811602.31038284,40746463.85535263,102299587.19999999,4354838.70967742,-378719564.3647076,471.60259091843324,1133.76,1133.8490808338083
2005-08-26,-0.709413817456372,2705563694264.933,57884490000.0,11.002690723876668,10.89,88096469.60768245,244324030.992666,101949148.80000001,4354838.70967742,226116513.09067103,2827.8244327854864,1133.74,1133.8526907238765
2005-08-27,-0.70610260126891,2705771102425.3613,57884490000.0,11.006001940064131,10.89,90460707.42184974,220315050.11615783,99012758.4,4354838.70967742,207408160.42833012,2549.9427096777526,1133.74,1133.856001940064
2005-08-28,-0.7129744391537071,2705340663827.047,57884490000.0,10.999130102179334,10.89,-341137417.200643,15463763.195799,100410105.6,4354838.70967742,-430438598.3145214,178.97874069211807,1133.74,1133.8491301021793
2005-08-29,-0.7221196634112569,2704767824715.199,57884490000.0,10.989984877921783,10.89,-472862156.5553219,39445.01750038331,95661561.6,4354838.70967742,-572839111.8474989,0.45653955440258454,1133.74,1133.8399848779218
2005-08-30,-0.7309418739272693,2704215218557.6895,57884490000.0,10.981162667405771,10.89,-446868262.79999995,0.0,101383056.0,4354838.70967742,-552606157.5096774,0.0,1133.74,1133.8311626674056
2005-08-31,-0.7387939183271569,2703723381724.2183,57884490000.0,10.973310623005883,10.93,-392012978.0843465,1167136.9229087639,96636153.6,4354838.70967742,-491836833.47111505,13.508529200332916,1133.78,1133.8233106230057
2005-09-01,-0.7451570773953902,2703324805780.475,57884490000.0,10.96694746393765,10.9,-328130387.71309143,33622322.370151214,99567878.39999999,4500000.0,-398575943.7429402,389.1472496545279,1133.75,1133.8169474639376
2005-09-02,-0.7500819008924393,2703016324387.7783,57884489983.61982,10.962022640440601,10.91,-275821498.902414,73627773.40554075,101787667.2,4500000.0,-308481392.69687325,852.1733033048697,1133.76,1133.8120226404405
2005-09-03,-0.7562545076376639,2702629684293.1465,57884488749.09847,10.955850033695377,10.87,-304014326.69567114,20979352.06388136,99105120.0,4500000.0,-386640094.6317898,242.81657481344166,1133.7199999999998,1133.8058500336954
2005-09-04,-0.7618001714203854,2702282314687.686,57884487639.96571,10.950304369912656,10.84,-272999533.93127507,29427461.270781834,99297532.8,4500000.0,-347369605.4604932,340.5956165599749,1133.6899999999998,1133.8003043699125
2005-09-05,-0.7630432402917243,2702204451268.569,57884487391.351944,10.949061301041317,10.86,-129061735.67101309,149938252.55373067,94239936.0,4500000.0,-77863419.11728242,1735.396441594105,1133.7099999999998,1133.7990613010413
2005-09-06,-0.7568522436202846,2702592243272.452,57884488629.55128,10.955252297712756,10.86,36134625.62834088,453622626.2550605,97465248.0,4500000.0,387792003.8834014,5250.261877952089,1133.7099999999998,1133.8052522977127
2005-09-07,-0.7606994383760227,2702351262467.1255,57884487860.11233,10.951405102957018,10.83,-197168889.8787749,63820826.95219233,103132742.39999999,4500000.0,-240980805.32658255,738.6669786133372,1133.6799999999998,1133.801405102957
2005-09-08,-0.7520401980800081,2702893660456.449,57884489591.96038,10.960064343253032,10.86,81949379.74924049,570151841.5743399,105203232.00000001,4500000.0,542397989.3235804,6598.979647851155,1133.7099999999998,1133.8100643432529
2005-09-09,-0.7549543058644392,2702711126406.242,57884489009.138824,10.957150235468601,10.86,-162990612.21381697,90315227.60702632,105358665.60000001,4500000.0,-182534050.20679066,1045.3151343405825,1133.7099999999998,1133.8071502354685
2005-09-10,-0.7582970862134425,2702501741139.398,57884488340.582756,10.953807455119598,10.88,-211302054.89283332,109307696.84838946,102890908.8,4500000.0,-209385266.84444386,1265.1353801896928,1133.73,1133.8038074551196
2005-09-11,-0.7624351434881986,2702242541270.956,57884487512.971306,10.949669397844842,10.86,-232409866.77347583,77152337.53176035,99442339.2,4500000.0,-259199868.44171548,892.9668695805595,1133.7099999999998,1133.7996693978448
2005-09-12,-0.7641636533636584,2702134270770.436,57884487167.269325,10.947940887969382,10.86,-169457960.15328124,160707155.63349864,95019696.00000001,4500000.0,-108270500.51978262,1860.0365235358638,1133.7099999999998,1133.7979408879694
2005-09-13,-0.7688610207677462,2701840036802.0977,57884486227.795845,10.943243520565295,10.85,-228774012.3930801,39482722.45458579,100442678.39999999,4500000.0,-294233968.3384943,456.9759543354837,1133.6999999999998,1133.7932435205653
2005-09-14,-0.7703746091392829,2701745228567.042,57884485925.07817,10.941729932193757,10.78,-159725783.88885364,172005798.43330398,102588249.60000001,4500000.0,-94808235.05554967,1990.8078522373146,1133.6299999999999,1133.7917299321937
2005-09-15,-0.7697705467652837,2701783065860.6016,57884486045.89065,10.942333994567758,10.85,-110416624.39576317,255058948.35515663,102305030.4,4500000.0,37837293.559393436,2952.0711615180167,1133.6999999999998,1133.7923339945676
2005-09-16,-0.7622354275455823,2702255051089.6016,57884487552.91449,10.949869113787459,10.85,135926493.88490114,442510389.5150005,101951654.4,4500000.0,471985228.99990165,5121.648026793988,1133.6999999999998,1133.7998691137873
2005-09-17,-0.7458895795779897,2703278923264.3237,57884490000.0,10.966214961755052,10.87,345131020.1667793,784136655.3552392,100895500.8,4500000.0,1023872174.7220185,9075.65573327823,1133.7199999999998,1133.816214961755
2005-09-18,-0.7508592719254013,2702967631376.5186,57884489828.145615,10.96124526940764,10.85,-263528486.98629338,56200797.581152946,99464198.39999999,4500000.0,-311291887.80514044,650.4721942263072,1133.6999999999998,1133.8112452694074
2005-09-19,-0.7525786707587763,2702859931573.9736,57884489484.26585,10.959525870574264,10.84,-212561666.69476557,208796340.94973558,99434476.80000001,4500000.0,-107699802.54503,2416.6243165478654,1133.6899999999998,1133.8095258705741
2005-09-20,-0.7607340852847018,2702349092252.0767,57884487853.182945,10.95137045604834,10.81,-406840374.0852776,6306060.188282521,105805008.0,4500000.0,-510839321.89699507,72.98680773475141,1133.6599999999999,1133.8013704560483
2005-09-21,-0.7652077924819405,2702068867924.5776,57884486958.441505,10.9468967488511,10.81,-287975375.5767859,117720824.07797603,105469776.0,4500000.0,-280224327.4988099,1362.5095379395375,1133.6599999999999,1133.796896748851
2005-09-22,-0.7717765572445022,2701657413261.379,57884485644.68855,10.940327984088539,10.79,-328577258.44930756,24123494.450676765,102500899.2,4500000.0,-411454663.1986308,279.20711169764775,1133.6399999999999,1133.7903279840884
2005-09-23,-0.7799715580863023,2701144094329.562,57884484005.688385,10.932132983246738,10.81,-408899537.4319353,2287312.8149576094,102206707.2,4500000.0,-513318931.8169777,26.473527950898255,1133.6599999999999,1133.7821329832466
2005-09-24,-0.788844809759906,2700588291083.319,57884482231.03805,10.923259731573134,10.82,-453723238.1173633,2784219.0742947003,100364227.2,4500000.0,-555803246.2430686,32.22475780433681,1133.6699999999998,1133.773259731573
2005-09-25,-0.7965751985504611,2700104074547.7627,57884480684.96029,10.91552934278258,10.86,-418988891.2137723,37180144.457747415,97907788.8,4500000.0,-484216535.5560249,430.3257460387432,1133.7099999999998,1133.7655293427824
2005-09-26,-0.8027155358099175,2699719455777.233,57884479456.89284,10.909389005523122,10.83,-353815084.07663363,70329702.34705171,96633388.8,4500000.0,-384618770.52958196,814.0011845723578,1133.6799999999998,1133.759389005523
2005-09-27,-0.8099267501692153,2699267759389.0107,57884478014.64996,10.902177791163826,10.8,-351763629.1430578,2028687.321087685,97461446.4,4500000.0,-451696388.2219702,23.480177327403762,1133.6499999999999,1133.7521777911638
2005-09-28,-0.815884569982353,2698894573188.0205,57884476823.086006,10.896219971350687,10.81,-320995943.76600593,48899758.77595295,96590016.0,4500000.0,-373186200.990053,565.9694302772332,1133.6599999999999,1133.7462199713507
2005-09-29,-0.822291891500119,2698493231077.8633,57884475541.6217,10.88981264983292,10.83,-324300465.09933835,30638617.34209085,103180262.39999999,4500000.0,-401342110.1572475,354.61362664457,1133.6799999999998,1133.7398126498329
2005-09-30,-0.8232124331142622,2698435570148.4277,57884475357.513374,10.888892108218778,10.81,-156822912.7837482,205527496.94798785,101865513.60000001,4500000.0,-57660929.435760364,2378.7904739350447,1133.6599999999999,1133.7388921082186
2005-10-01,-0.826289753439358,2698242812811.4536,57884474742.04931,10.885814787893683,10.83,-143384692.70652708,54567180.04194234,99584985.60000001,4354838.70967742,-192757336.97426218,631.5645838187771,1133.6799999999998,1133.7358147878936
2005-10-02,-0.8319735434773701,2697886791300.5586,57884473605.291306,10.880130997855671,10.79,-272277774.8318656,17763841.84671195,97152739.2,4354838.70967742,-356021510.89483106,205.60002137398087,1133.6399999999999,1133.7301309978557
2005-10-03,-0.8391335257468368,2697438303990.4175,57884472173.29485,10.872971015586204,10.82,-357746609.6453349,6137651.814043334,92523513.60000001,4354838.70967742,-448487310.140969,71.03763673661265,1133.6699999999998,1133.7229710155862
2005-10-04,-0.845822812505386,2697019300128.0894,57884470835.4375,10.866281728827655,10.82,-327981387.5366746,11176648.718458457,97844284.80000001,4354838.70967742,-419003862.32789356,129.35936016734325,1133.6699999999998,1133.7162817288277
2005-10-05,-0.8511679730731987,2696684489739.5815,57884469532.81077,10.860936568259842,10.79,-253019876.52708024,25547683.528995056,102983356.8,4354838.70967742,-334810388.50776255,295.6907815855909,1133.6399999999999,1133.7109365682597
2005-10-06,-0.8513060268001758,2696675842327.6226,57884469477.58928,10.860798514532865,10.81,14964566.857163187,84807167.09334733,104064307.2,4354838.70967742,-8647411.959166907,981.5644339507792,1133.6599999999999,1133.7107985145328
2005-10-07,-0.8541662875036918,2696496681263.635,57884468333.485,10.85793825382935,10.8,-123817010.24527133,49176637.76702303,100165852.8,4354838.70967742,-179161063.98792574,569.1740482294332,1133.6499999999999,1133.7079382538293
2005-10-08,-0.8615321487599663,2696035298307.0947,57884465387.140495,10.850572392573074,10.81,-361404994.76226467,1118784.131675883,96741907.2,4354838.70967742,-461382956.54026616,12.948890412915311,1133.6599999999999,1133.700572392573
2005-10-09,-0.869764316143902,2695519651650.9624,57884462094.273544,10.842340225189139,10.8,-414625159.0559847,139184.83310237495,96805843.2,4354838.70967742,-515646656.1325597,1.6109355683145248,1133.6499999999999,1133.6923402251891
2005-10-10,-0.8758794490655367,2695136611839.479,57884459648.220375,10.836225092267505,10.8,-300074270.65925467,17165080.285579056,95775782.4,4354838.70967742,-383039811.48335296,198.66991071272057,1133.6499999999999,1133.6862250922675
2005-10-11,-0.8770303366020337,2695064522524.223,57884459187.86536,10.835074204731008,10.79,-43372937.736609824,76128745.99042843,100490284.80000001,4354838.70967742,-72089315.25585882,881.1197452595884,1133.6399999999999,1133.6850742047309
2005-10-12,-0.879887670478606,2694885544790.8765,57884458044.93181,10.832216870854435,10.79,-112987788.6255872,41784829.988367274,103419936.0,4354838.70967742,-178977733.34689733,483.6207174579546,1133.6399999999999,1133.6822168708543
2005-10-13,-0.8769191959246108,2695071484156.0757,57884459232.32163,10.83518534540843,10.79,161720698.54077432,132682826.9678925,104109321.60000001,4354838.70967742,185939365.19898936,1535.680867683941,1133.6399999999999,1133.6851853454084
2005-10-14,-0.868628755983453,2695590780889.748,57884462548.497604,10.843475785349588,10.78,415550762.14322907,210881299.83880693,102780489.6,4354838.70967742,519296733.6723586,2440.7557851713764,1133.6299999999999,1133.6934757853494
2005-10-15,-0.8613603003483963,2696046062551.1455,57884465455.87986,10.850744240984644,10.8,369453397.1152402,190735250.19202575,100552147.2,4354838.70967742,455281661.3975886,2207.5839142595573,1133.6499999999999,1133.7007442409845
2005-10-16,-0.8663111643429291,2695735950238.7153,57884463475.53426,10.845793376990112,10.79,-239912122.28380102,27261189.36352948,93106540.80000001,4354838.70967742,-310112312.429949,315.5230250408505,1133.6399999999999,1133.69579337699
2005-10-17,-0.8658302353738148,2695766074676.5693,57884463667.90585,10.846274305959225,10.78,30696201.600121282,97528198.16332828,93745123.19999999,4354838.70967742,30124437.85377214,1128.7985898533366,1133.6299999999999,1133.6962743059592
2005-10-18,-0.8668908966601269,2695699636954.8774,57884463243.641335,10.845213644672913,10.8,-24033924.178372443,62929485.996040955,100978444.8,4354838.70967742,-66437721.692008905,728.3505323615851,1133.6499999999999,1133.6952136446728
2005-10-19,-0.8733446369848502,2695295387446.4814,57884460662.1452,10.83875990434819,10.82,-309509517.9868902,12546624.300472451,102931776.0,4354838.70967742,-404249508.39609516,145.21555903324597,1133.6699999999998,1133.688759904348
2005-10-20,-0.8742758279512249,2695237059489.1357,57884460289.668816,10.837828713381816,10.79,-46574117.15166718,94259497.71565823,101658499.2,4354838.70967742,-58327957.34568637,1090.9664087460444,1133.6399999999999,1133.6878287133818
2005-10-21,-0.8729852475651353,2695317898887.7437,57884460805.90097,10.839119293767906,10.79,83396140.6318552,102690400.6856534,100892303.99999999,4354838.70967742,80839398.60783121,1188.5463042320996,1133.6399999999999,1133.6891192937678
2005-10-22,-0.8781438810223358,2694994772307.785,57884458742.44759,10.833960660310705,10.77,-223765370.0291832,2859772.780465178,97866144.0,4354838.70967742,-323126579.9583954,33.09922199612475,1133.62,1133.6839606603105
2005-10-23,-0.8737161405759635,2695272117197.522,57884460513.54377,10.838388400757077,10.74,235118353.0677941,140571874.57866225,93990499.2,4354838.70967742,277344889.736779,1626.9892891048871,1133.59,1133.688388400757
2005-10-24,-0.8738509766229484,2695263671334.6636,57884460459.60935,10.838253564710092,10.76,-72503.47043850018,88181252.12150335,92199772.8,4354838.70967742,-8445862.85861256,1020.6163439988813,1133.61,1133.68825356471
2005-10-25,-0.8787015100405383,2694959843530.807,57884458519.39598,10.833403031292502,10.77,-234636026.1989866,30851838.65245409,95688777.6,4354838.70967742,-303827803.85620993,357.0814658848853,1133.62,1133.6834030312923
