date,stage_rel_m,storage_true_m3,area_m2,level_sim_m,level_obs_m,vol_p_minus_e_m3d,vol_qin_m3d,vol_qout_m3d,vol_gw_m3d,dS_m3d,qin_scaled_m3s,qout_policy_m3s,level_obs_m_asl,level_sim_m_asl
2012-12-06,0.11785872982872266,2757382442269.027,57884490000.0,11.829945018033992,11.61,253011974.20610496,224069419.53972897,112707995.10353442,4500000.0,359873398.64229953,2593.396059487604,1304.4906840686854,1134.4599999999998,1134.679945018034
2012-12-07,0.1276773020175347,2757997458589.4434,57884490000.0,11.839763590222805,11.62,430481274.2403759,303732850.2685456,114697804.09234807,4500000.0,615016320.4165734,3515.4265077377963,1327.520880698473,1134.4699999999998,1134.6897635902228
2012-12-08,0.1282890352645067,2758035776373.6787,57884490000.0,11.840375323469777,11.61,39140884.06143257,118586394.00031708,114909493.82629353,4500000.0,38317784.23545611,1372.5277083370033,1329.9709933598788,1134.4599999999998,1134.6903753234697
2012-12-09,0.1259823644291404,2757891290985.9565,57884490000.0,11.83806865263441,11.62,-87232614.96600851,61791944.21309883,114544716.96927388,4500000.0,-144485387.72218356,715.1845395034587,1325.7490389962254,1134.4699999999998,1134.6880686526342
2012-12-10,0.13832727165364261,2758664552033.6016,57884490000.0,11.850413559858913,11.62,549728899.0744528,345152751.91825956,117120603.34790762,4500000.0,773261047.6448046,3994.823517572449,1355.5625387489308,1134.4699999999998,1134.7004135598588
2012-12-11,0.1368313868998579,2758570852713.6445,57884490000.0,11.84891767510513,11.62,-69348629.59232494,97064961.754765,116915652.11959222,4500000.0,-93699319.95715216,1123.4370573468173,1353.190418050836,1134.4699999999998,1134.6989176751051
2012-12-12,0.12944037896075813,2758107894309.972,57884490000.0,11.841526667166029,11.61,-346046565.25646615,3106957.9142768164,115518796.33001299,4500000.0,-462958403.6722023,35.96016104487056,1337.0231056714467,1134.4599999999998,1134.691526667166
2012-12-13,0.12851700635361885,2758050056040.589,57884490000.0,11.840603294558889,11.63,-67910065.0291942,130000058.90397088,115428263.25799021,4500000.0,-57838269.383213535,1504.630311388552,1335.9752691897015,1134.48,1134.6906032945587
2012-12-14,0.12938460042187214,2758104400450.469,57884490000.0,11.841470888627143,11.64,14444079.329347948,160096551.64819178,115696221.09701912,4500000.0,54344409.8805206,1852.9693477799974,1339.076633067351,1134.49,1134.691470888627
2012-12-15,0.1280676289802643,2758021907913.4146,57884490000.0,11.840153917185535,11.66,-56330791.565493606,93865366.37972912,115527111.86871482,4500000.0,-82492537.0544793,1086.404703469087,1337.1193503323475,1134.51,1134.6901539171854
2012-12-16,0.12551671986476198,2757862123913.484,57884490000.0,11.837603008070033,11.66,-109578916.36840609,69406879.01354782,115111962.57582295,4500000.0,-159783999.93068123,803.3203589530998,1332.3143816646175,1134.51,1134.68760300807
2012-12-17,0.12471402938152708,2757811844938.2993,57884490000.0,11.836800317586798,11.66,-12546943.938189432,81812685.46333784,115044716.70965785,4500000.0,-50278975.18450944,946.9060817515954,1331.5360730284474,1134.51,1134.6868003175866
2012-12-18,0.12896202176085633,2758077930942.6646,57884490000.0,11.841048309966126,11.69,187360228.04108796,199213930.15005955,115988153.82572223,4500000.0,266086004.3654253,2305.716784144208,1342.4554840940073,1134.54,1134.691048309966
2012-12-19,0.12406253307896206,2757771036473.3755,57884490000.0,11.836148821284233,11.64,-209157905.68840757,21865876.228403065,115102439.828956,4500000.0,-306894469.2889605,253.07727116207252,1332.2041646869907,1134.49,1134.6861488212842
2012-12-20,0.11773808677438549,2757374885422.0703,57884490000.0,11.829824374979657,11.69,-288828813.58684784,11125820.976763178,113948058.69490723,4500000.0,-396151051.3049919,128.77107611994418,1318.8432719317966,1134.54,1134.6798243749795
2012-12-21,0.11165194844890626,2756993661520.417,57884490000.0,11.823738236654178,11.69,-279105092.9753399,15239327.043379163,112858135.72144818,4500000.0,-381223901.6534089,176.3811000391107,1306.2284227019466,1134.54,1134.6737382366541
2012-12-22,0.11876883938071361,2757439449766.357,57884490000.0,11.830855127585984,11.66,308763684.1819189,255845452.02657044,114320890.26834545,4500000.0,445788245.94014394,2961.1742132704912,1323.158452179924,1134.51,1134.6808551275858
2012-12-23,0.13042589809976182,2758169625317.5884,57884490000.0,11.842512186305033,11.61,539522622.443987,311898850.3273583,116745921.54011567,4500000.0,730175551.2312297,3609.940397307388,1351.2259437513387,1134.4599999999998,1134.6925121863048
2012-12-24,0.13094363364243006,2758202055267.919,57884490000.0,11.8430299218477,11.64,55697684.47110885,98184428.40969677,116952162.55037142,4500000.0,32429950.33043419,1136.3938473344533,1353.6129924811507,1134.49,1134.6930299218477
2012-12-25,0.1272961703710109,2757973585242.2466,57884490000.0,11.839382458576281,11.66,-150853706.0179327,43192989.670668945,116309309.32487397,4500000.0,-228470025.67213774,499.9188619290387,1346.1725616304857,1134.51,1134.6893824585761
2012-12-26,0.12438025401159725,2757790937896.4287,57884490000.0,11.836466542216868,11.69,-121167779.32402706,58838351.278212,115817917.77210273,4500000.0,-182647345.8179178,680.9994360904167,1340.4851593993371,1134.54,1134.6864665422167
2012-12-27,0.13229794754046958,2758286886864.0254,57884490000.0,11.844384235745741,11.71,351391798.96806103,266587082.6059624,117529913.97732905,4500000.0,495948967.59669447,3085.498641272713,1360.2999302931603,1134.56,1134.6943842357457
2012-12-28,0.15103910724017547,2759460796762.247,57884490000.0,11.863125395445445,11.7,840830102.3188448,457979991.5181894,120400195.61553375,4500000.0,1173909898.2215004,5300.69434627534,1393.5207825871962,1134.55,1134.7131253954453
2012-12-29,0.17452835436558523,2760932117648.6836,57884490000.0,11.886614642570855,11.73,1055651178.4738129,540569903.5780777,120400195.61553375,4500000.0,1471320886.4363568,6256.596106227751,1393.5207825871962,1134.58,1134.7366146425707
2012-12-30,0.18232066165095961,2761420212665.152,57884490000.0,11.89440694985623,11.73,379385757.44639194,233609454.63730052,120400195.61553375,4500000.0,488095016.46815866,2703.8131323761636,1393.5207825871962,1134.58,1134.744406949856
2012-12-31,0.1860128620415164,2761651484937.206,57884490000.0,11.898099150246788,11.73,163065692.61417913,193106775.05573854,120400195.61553375,4500000.0,231272272.05438393,2235.0321187006775,1393.5207825871962,1134.58,1134.7480991502466
2013-01-01,0.18027321595691675,2761291964637.5586,57884490000.0,11.892359504162187,11.75,-267947352.65931812,16047248.627304554,103120195.61553375,4500000.0,-359520299.6475473,185.7320442975064,1193.5207825871962,1134.6,1134.742359504162
2013-01-02,0.17657769397853082,2761060484307.684,57884490000.0,11.888663982183802,11.76,-202470630.37960187,61330496.120775774,85840195.61553375,4500000.0,-231480329.87435985,709.8437051015715,993.5207825871962,1134.61,1134.7386639821837
2013-01-03,0.17570193130943798,2761005628232.489,57884490000.0,11.887788219514709,11.77,-104426763.31934495,138742688.12418818,84672000.0,4500000.0,-54856075.19515677,1605.8181495855113,980.0,1134.62,1134.7377882195146
2013-01-04,0.1747743405417443,2760947525745.709,57884490000.0,11.886860628747014,11.77,-97052229.39691459,128121742.61689633,84672000.0,4500000.0,-58102486.780018255,1482.8905395474112,980.0,1134.62,1134.7368606287469
2013-01-05,0.17113393136739624,2760719497574.9976,57884490000.0,11.883220219572667,11.77,-229541837.2107599,90685666.49934486,84672000.0,4500000.0,-228028170.71141505,1049.602621520195,980.0,1134.62,1134.7332202195726
2013-01-06,0.17303461911365473,2760838552969.3545,57884490000.0,11.885120907318925,11.74,-42192577.06495259,250419971.42206728,84672000.0,4500000.0,119055394.3571147,2898.3792988665195,980.0,1134.59,1134.7351209073188
2013-01-07,0.1716919786321969,2760754452573.425,57884490000.0,11.883778266837467,11.76,-128157942.40443447,133229546.47465833,84672000.0,4500000.0,-84100395.92977615,1542.00863975299,980.0,1134.61,1134.7337782668374
2013-01-08,0.17793927263294998,2761145770954.041,57884490000.0,11.89002556083822,11.8,142140877.65075165,338349502.9654376,84672000.0,4500000.0,391318380.61618924,3916.08221024812,980.0,1134.6499999999999,1134.7400255608381
2013-01-09,0.19514075032819767,2762223238157.458,57884490000.0,11.907227038533469,11.8,520358120.14501524,646281083.2720431,84672000.0,4500000.0,1077467203.4170585,7480.105130463462,980.0,1134.6499999999999,1134.7572270385333
