water_level_m_asl,water_level_m,flooded_pixels,flooded_area_km2,valid_area_km2,flooded_percent
1134.5,11.650000000000091,72311160,68388.64671461398,264215.04645836086,25.883706333655653
1135.0,12.150000000000091,72556621,68620.79270164027,264215.04645836086,25.97156884948814
1135.5,12.650000000000091,72760608,68813.7144425911,264215.04645836086,26.044585789112446
1136.0,13.150000000000091,72970032,69011.77825389714,264215.04645836086,26.119548897368755
