rmse_m,nse,bias_mean_m,k_gw,beta_inflow,alpha_storage_physical,level_offset_m,target_volume_m3,reference_stage_rel_m,raster_storage_ref_m3,qin_mean_m3s,qout_mean_m3s,qin_scaled_mean_m3s
0.16235518624732662,0.9231639492779912,-0.0025635347815098778,1.5,2.2989998065137986,1.0821216644719702,11.71208628820527,2750000000000.0,0.0,2541303894273.186,652.0327884075311,1030.1308055443276,1499.0232543895668
