Q_knot_1,Q_knot_2,Q_knot_3,Q_knot_4,F_flood,F_power,F_smooth,g_max_level
1027.2621803476882,1027.2377207992868,1027.6436032098854,1028.5661270129833,0.0,6017.52695246095,0.00014799089700102055,-0.8439394891877985
949.59071861908,950.0262129339833,949.2279454816402,952.1629248531563,0.0064137674315638375,0.4462668498546467,0.0009826113239452337,-0.04870544524126075
1005.7965958684055,968.4701927447263,1020.2529250615044,993.9198478052645,2.2185402184026877e-07,2703.8993829999454,2.4508666700499058,-0.5644260762109372
949.6605841356653,950.0775583518118,949.2279454816402,952.1629248531563,0.006402247193315721,0.431588773884864,0.0010203106244784529,-0.04903344188270253
1025.522512558383,1027.2377207992868,1027.6436032098854,1028.5661270129833,0.0,5944.64603318784,0.0020818996680676436,-0.8390679481498982
1003.5430813299068,1006.3948177863124,1005.7853370083668,995.6476923749958,0.0,2943.344150848785,0.011605950892793798,-0.6045844484192315
990.151062226187,962.5764339479828,1018.0853060877492,994.4201353453141,1.380171760691983e-05,2160.3702323235148,2.2708126434757414,-0.49802069539441085
1007.490456929715,965.5244337141493,1002.7899931109185,969.4858728482608,3.6346358631818626e-05,1812.958694735984,1.976248216584124,-0.4685287326517109
991.4055127093702,962.5764339479828,981.0056075602561,994.4201353453141,0.0003657073046567316,1016.462769879432,0.7387004670842712,-0.36487929170398736
962.4348564726249,964.8774725840163,955.7867697106027,957.4532105363367,0.003340928356619816,112.35740057227073,0.051300264787482286,-0.15333852618006638
1000.8253873536888,965.6072302753249,1001.5583357878397,969.3820068056906,7.024160276880355e-05,1603.533661684848,1.5836281512872687,-0.4454170343994406
1002.1953767683672,968.5810113977266,1003.7020521534977,995.4122598726979,1.554712931831402e-05,1985.193047129962,1.426811770240096,-0.4953827653224039
1002.8492140374292,978.7932227991288,1021.3683116371931,969.4564743952319,3.550383454510782e-07,2634.9190043173307,1.5512104236373057,-0.5581696253575448
1001.6232963518071,962.5767828031502,988.1595214345184,970.5208379166911,0.00022149630058049776,1220.3150986370617,1.3667040471715184,-0.39179665625258764
1003.4698314126491,982.1448527688792,1015.2989004061798,994.8933775268001,5.70504674820235e-08,2716.5513104490615,0.9378728701075294,-0.5760454104422212
969.830848027828,954.2231879837225,977.8803445995452,953.4459079053265,0.0018611163884442955,331.9048061593953,0.5067372471836002,-0.22330441488443142
1000.818183911558,969.7494977909124,1011.7019697700338,970.4751473398643,1.3995611379595264e-05,2025.742204373783,1.7102399958188634,-0.49474152511665537
954.5184472640107,954.67107901543,955.5013930119926,952.2025401288612,0.004823035233131151,22.38281818261903,0.0010472271816839229,-0.09764439257928714
1003.4698314126491,968.6515620252839,981.0167520622111,970.7270631605129,0.00024294855478882853,1193.375284843792,0.8750517342170293,-0.3865445997544903
1003.9630208460472,990.517887372722,1011.7019697700338,970.4751473398643,3.8166696022017757e-07,2539.456994665012,0.4672359887113426,-0.5570830850993502
964.0842909442955,965.1740569599233,955.7867697106027,964.6945489002524,0.0030486003417579794,142.32309044162199,0.0557893325137281,-0.1672242886585309
962.103625694084,983.1580855879217,959.9679232311481,954.790105304879,0.0020721923571330697,304.73143579442706,0.5916398044050496,-0.21181578222998354
962.4587831936205,964.7376621770909,965.0921455761833,952.523460436206,0.002667714715759009,174.8227275540774,0.012818430516751803,-0.1815510932326081
999.6323941632625,967.6127651552656,991.0879642028773,969.3820203869907,0.00016092979014963125,1307.232647691677,0.9958993915809016,-0.4086583604856511
961.3103606948188,963.478289515708,959.5656472085897,968.2942737653414,0.002928910010043347,149.05833939923411,0.01606562185765218,-0.1732386604194751
956.5554267311874,954.872694532363,955.7867697106027,957.4532105363367,0.004464244832684975,36.21974680640108,0.002468691829132591,-0.11108498056349525
950.4618066823449,950.7226794850662,951.4269593377802,951.3597050580177,0.006014016258101117,1.1631329697864137,0.0003355207105828833,-0.06010121476956698
964.6613717249328,962.5764339479828,980.2645988666359,967.6650803549879,0.0013911045437271874,443.3430984961758,0.1912629141700161,-0.2558431970364943
958.0329505733014,954.67107901543,979.9406748656248,960.9808486345331,0.0021717162774733986,314.38267239301183,0.393697052447113,-0.2078619469131393
958.0329505733014,952.7382314797204,957.4961214036828,961.2924519304248,0.004222029998684408,51.67960305436088,0.03177253851294144,-0.12052789704745592
970.6041108236744,982.414047124476,977.9612742951981,957.9053275316172,0.0007895493431706897,648.4905380258188,0.1255891120795004,-0.30367226827881844
998.0921313184045,962.4620266466766,987.4606287020212,969.402110097781,0.0002809687112446656,1113.131892429355,1.186530831743522,-0.3777233672288016
991.4055127093702,963.6978909549802,975.5728564195988,991.4312295438989,0.0004953799774568644,894.7113439806119,0.590848889851013,-0.34423872533877287
962.103625694084,956.1033391948212,956.5127974461217,954.9516101536004,0.003936344452340962,66.04416206748827,0.023662386451687705,-0.12953217306530362
964.0562436749237,962.832572724101,975.5533635910854,965.0741172382415,0.0017148754721676056,345.38601554610887,0.10005529086428615,-0.23440388786183064
970.5780114550271,982.414047124476,982.2786150009553,957.9053275316172,0.0006441081290326821,736.1988071583446,0.1265698177422268,-0.31951039000952797
949.586920881679,949.9977657108853,950.2270300252063,952.302335853244,0.006283501371369818,0.52554292839317,0.00040051211193907216,-0.052467214910173254
956.3650719090476,950.6011120599529,951.5422600260501,954.0155163648171,0.0053852598571780385,12.085431908629973,0.022432939085176785,-0.07986182864882352
1000.8178076748279,990.517887372722,1011.7019697700338,1013.9539737319612,0.0,2933.6358579167963,0.32456752890524077,-0.5993261189686017
