fit_start,fit_end,a,h0,b,rmse_m3s,nse,bias_m3s
1956-01-01,1999-12-31,187.78996268984818,8.730000000000002,1.484624112508287,132.2515815057991,0.8088558220007765,-0.6921528813315271
